[0] 3:20	[music]
[1879] 1:24:35	So, I hope that helps. Thank you very
[1880] 1:24:37	much. I hope it explains this passage.
[1881] 1:24:40	>> Also, the scary thing with all these
[1882] 1:24:42	people is like, "Oh, I'll wait till
[1883] 1:24:43	right before I die."
[1884] 1:24:45	>> Yeah.
[1885] 1:24:46	>> You may have hardened yourself so much.
[1886] 1:24:50	>> Yeah.
[1887] 1:24:52	>> Terrifying
[1888] 1:24:54	>> Yeah, it is it is a terrifying thought
[1889] 1:24:55	that you can just people push push
[1890] 1:24:58	away the Holy Spirit all their lives
[1891] 1:25:00	thinking that they're going to repent
[1892] 1:25:02	just before they die, and then they
[1893] 1:25:03	forget to repent.
[1894] 1:25:07	Or they've lost the ability, yeah.
[1895] 1:25:16	>> [clears throat]
[1896] 1:25:17	>> All right.
[1897] 1:25:18	Moving on here.
[1898] 1:25:24	Uh we'll take Mr. White's question here.
[1899] 1:25:27	Lorenzo Nigro found that houses were
[1900] 1:25:29	built right next to the mud brick layer
[1901] 1:25:31	of the wall in Jericho. When these get
[1902] 1:25:33	in the way of the foundation of for a
[1903] 1:25:35	casemate, well, not really.
[1904] 1:25:37	Um
[1905] 1:25:39	>> [clears throat]
[1906] 1:25:39	>> Basically, what they would have done
[1907] 1:25:41	back then
[1908] 1:25:42	is they would have just filled in the
[1909] 1:25:44	houses.
[1910] 1:25:45	They would have put fill in the houses
[1911] 1:25:47	and then just lied laid the wall on top
[1912] 1:25:49	of that.
[1913] 1:25:50	That's usually how it worked. Or they
[1914] 1:25:52	put mud brick in the houses.
[1915] 1:25:54	They've done that. People have done
[1916] 1:25:55	that, too.
[1917] 1:25:56	So, there were various ways that uh
[1918] 1:25:58	ancient builders worked around that. So,
[1919] 1:26:00	the fact that there's um
[1920] 1:26:03	um houses at the base of the
[1921] 1:26:07	um
[1922] 1:26:10	late bronze to A wall does not preclude
[1923] 1:26:14	another wall being
[1924] 1:26:15	put built on top of that.
[1925] 1:26:17	It would all depend on how they filled
[1926] 1:26:19	it and then they could then put a the
[1927] 1:26:21	remain the say the inner wall of that
[1928] 1:26:24	uh casement wall there.
[1929] 1:26:26	Wouldn't be any problem at all.
[1930] 1:26:33	Yeah, Mama says there's a lot of people
[1931] 1:26:35	that when they die instantly, they
[1932] 1:26:36	didn't see it coming. Oh, yeah.
[1933] 1:26:39	Totally.
[1934] 1:26:47	>> There is a lot of people who are 45 drop
[1935] 1:26:49	dead of it.
[1936] 1:26:50	>> Oh, yeah.
[1937] 1:26:51	Oh, yeah, people people die for without
[1938] 1:26:54	expecting it all the time.
[1939] 1:26:56	Yeah.
[1940] 1:26:58	Ryan Colncab, you don't have to pay for
[1941] 1:27:00	this wall. It's on the house. Oh. Oh,
[1942] 1:27:04	bad pun, man. Bad pun.
[1943] 1:27:07	>> [laughter]
[1944] 1:27:11	>> Oh, that's That's really terrible.
[1945] 1:27:17	>> Mr. White Ghost are you saying they put
[1946] 1:27:19	the mud brick over the houses? Oh, yeah,
[1947] 1:27:20	sure. They do this all the time.
[1948] 1:27:23	Uh like for example, um the at the
[1949] 1:27:25	excavation of Bethel,
[1950] 1:27:27	they find walls built over houses all
[1951] 1:27:30	over the site
[1952] 1:27:32	from different ages.
[1953] 1:27:34	Uh it's it's actually quite a a a
[1954] 1:27:37	reconstruction problem, okay? This is
[1955] 1:27:39	This is actually really interesting and
[1956] 1:27:41	really cool.
[1957] 1:27:43	Um
[1958] 1:27:45	because uh I as I said at Bethel, and
[1959] 1:27:47	they're still doing the excavations at
[1960] 1:27:48	Bethel.
[1961] 1:27:50	Um
[1962] 1:27:52	they have the way they have to um
[1963] 1:27:56	excavate because they'll start at the
[1964] 1:27:58	top layer and they work their way down.
[1965] 1:28:00	And and they find wall, okay?
[1966] 1:28:02	And underneath that wall is a house.
[1967] 1:28:06	>> [laughter]
[1968] 1:28:08	>> But if they dig out the house
[1969] 1:28:10	completely, that wall collapses. So,
[1970] 1:28:12	they have to keep the the the trench
[1971] 1:28:15	going down right where the wall meets
[1972] 1:28:17	the dirt.
[1973] 1:28:19	So, that that wall they've just
[1974] 1:28:21	excavated on top doesn't fall through.
[1975] 1:28:28	>> [laughter]
[1976] 1:28:29	>> It's
[1977] 1:28:30	It's crazy. But, as I said, at Bethel,
[1978] 1:28:33	they've got like three or four levels of
[1979] 1:28:37	of walls built over houses and other
[1980] 1:28:40	walled structures.
[1981] 1:28:43	So,
[1982] 1:28:46	Yeah, it's it's It's nuts. It's nuts,
[1983] 1:28:49	but that's I mean, they had no problem
[1984] 1:28:51	doing it. They knew how to do it.
[1985] 1:28:53	So,
[1986] 1:28:55	uh little Zark says,
[1987] 1:28:57	"The new built over the old for hundreds
[1988] 1:28:59	of years." Yeah, exactly.
[1989] 1:29:01	Exactly what they did.
[1990] 1:29:10	Andergram new meaning to supporting
[1991] 1:29:12	walls. Yeah.
[1992] 1:29:14	Yeah, so it is it is a it is a
[1993] 1:29:16	reconstruction problem for
[1994] 1:29:18	archaeologists, a conservation problem,
[1995] 1:29:20	because they don't want those walls to
[1996] 1:29:21	fall in.
[1997] 1:29:23	You know, they they've
[1998] 1:29:25	carefully dug away this wall only to
[1999] 1:29:26	find underneath it is nothing but dirt
[2000] 1:29:29	and
[2001] 1:29:30	walls and going in weird directions.
[2002] 1:29:34	So, [laughter]
[2003] 1:29:37	So, yeah, it's it's one of the
[2004] 1:29:39	It's one of the conservation problems
[2005] 1:29:41	that archaeologists
[2006] 1:29:43	uh
[2007] 1:29:44	um do all the time. We do this all the
[2008] 1:29:48	time. And it's fascinating
[2009] 1:29:50	to see it done in practice.
[2010] 1:30:00	All right, moving on.
[2011] 1:30:04	String Hermit for $5. Thank you very
[2012] 1:30:06	much for the super chat.
[2013] 1:30:08	What are the gifts one may possess
[2014] 1:30:10	besides speaking in tongues?
[2015] 1:30:12	Okay, there's lots actually.
[2016] 1:30:14	>> I mean nobody
[2017] 1:30:15	>> I mean it's tongues isn't even the the
[2018] 1:30:17	the greatest of the gifts.
[2019] 1:30:19	>> Nobody gets hyped about hospitalities.
[2020] 1:30:22	>> Hospitality is one. Um
[2021] 1:30:26	Prophecy is one.
[2022] 1:30:28	Uh wisdom is one.
[2023] 1:30:31	Discernment is one.
[2024] 1:30:34	Uh interpretation of tongues is one.
[2025] 1:30:37	Uh teaching
[2026] 1:30:40	is a is is a is a spiritual gift.
[2027] 1:30:42	Uh there's there's lots of them.
[2028] 1:30:45	Lots of them and all of them come
[2029] 1:30:48	together for the edification of the
[2030] 1:30:50	church.
[2031] 1:30:51	So
[2032] 1:30:53	Yeah. There's a lot of them and the gift
[2033] 1:30:55	of tongues isn't even the even the most
[2034] 1:30:57	prominent one.
[2035] 1:31:03	Okay, next one from Stream Hermit for
[2036] 1:31:05	$5. Thank you very much for the super
[2037] 1:31:06	chat.
[2038] 1:31:09	Is there reason to believe the misuse of
[2039] 1:31:11	gifts bestowed by God will bring harsher
[2040] 1:31:14	judgment?
[2041] 1:31:15	Um there are people who use their
[2042] 1:31:17	spiritual gifts for
[2043] 1:31:20	for their own personal pleasures and
[2044] 1:31:21	purposes.
[2045] 1:31:23	So
[2046] 1:31:24	um
[2047] 1:31:25	we have to understand that the purpose
[2048] 1:31:27	of spiritual gifts is for the
[2049] 1:31:30	edification of the church, for the
[2050] 1:31:31	building of the body of believers.
[2051] 1:31:34	That's what they're for. Now
[2052] 1:31:37	this is just that we have to keep this
[2053] 1:31:39	in mind though.
[2054] 1:31:41	Talents
[2055] 1:31:43	are not spiritual gifts.
[2056] 1:31:45	Okay?
[2057] 1:31:46	Let me be clear about that.
[2058] 1:31:49	A talent is something, an innate ability
[2059] 1:31:51	you were born with
[2060] 1:31:54	prior to your coming to Christ.
[2061] 1:31:58	Your coming to Christ
[2062] 1:32:00	a spiritual gift is a bonus ability.
[2063] 1:32:04	It's a bonus ability.
[2064] 1:32:06	It's an ability that you gain
[2065] 1:32:09	because you have become part of the
[2066] 1:32:11	church.
[2067] 1:32:13	So then,
[2068] 1:32:15	that bonus ability is used for the
[2069] 1:32:18	edification of the church.
[2070] 1:32:21	Nobody is born with the gift of
[2071] 1:32:22	prophesying.
[2072] 1:32:25	Okay?
[2073] 1:32:27	>> [laughter]
[2074] 1:32:28	>> It's something you get as a result of
[2075] 1:32:31	your relationship with God.
[2076] 1:32:34	Therefore, you don't use it to
[2077] 1:32:37	try to figure out the lottery. You use
[2078] 1:32:40	it
[2079] 1:32:41	to to to enrich the body of believers.
[2080] 1:32:46	So,
[2081] 1:32:54	uh Ryan Kong Cap is a talent money
[2082] 1:32:57	and talent ability related
[2083] 1:32:59	etymologically. Yep. It is uh it
[2084] 1:33:02	actually the the the term for talent
[2085] 1:33:05	meaning ability
[2086] 1:33:07	comes from the term meaning a unit of
[2087] 1:33:10	currency.
[2088] 1:33:12	That's something like 22 lb or something
[2089] 1:33:14	like that. It's a It's a lot. A talent
[2090] 1:33:16	is a lot.
[2091] 1:33:18	It's a lot of uh precious metal.
[2092] 1:33:20	And it's a it's a it's a um
[2093] 1:33:23	Let's see what exactly how much is a
[2094] 1:33:25	talent again. But, it is one of those
[2095] 1:33:27	that's based upon a unit of currency.
[2096] 1:33:30	Um
[2097] 1:33:33	Talent is
[2098] 1:33:36	44 to 100 lb.
[2099] 1:33:39	Okay?
[2100] 1:33:41	So, if you got a talent of gold,
[2101] 1:33:44	that's a lot of gold.
[2102] 1:33:46	44
[2103] 1:33:48	44 lb of gold is a lot. It's millions of
[2104] 1:33:51	dollars.
[2105] 1:33:54	So, the guy the guy in the parable
[2106] 1:33:56	who gets five or gets a single talent
[2107] 1:34:01	and decides to bury that.
[2108] 1:34:04	He's not burying a small amount of money
[2109] 1:34:07	here.
[2110] 1:34:09	There's the one that the there's three
[2111] 1:34:10	servants. The one get one talent, the
[2112] 1:34:11	one gets five, and one gets 10.
[2113] 1:34:14	The guy with one decides to squirrel it
[2114] 1:34:16	away, bury it in a hole somewhere.
[2115] 1:34:19	That's a lot of money to to bury in a
[2116] 1:34:22	hole.
[2117] 1:34:26	>> No.
[2118] 1:34:28	>> Yeah.
[2119] 1:34:28	>> Everybody assumed he did that
[2120] 1:34:31	because he was afraid of losing it.
[2121] 1:34:33	You said there was a different reason.
[2122] 1:34:35	>> There was a different reason. Yeah, it's
[2123] 1:34:36	not because he was afraid of losing it.
[2124] 1:34:39	Okay? He buried it in a hole because if
[2125] 1:34:42	his master came back, there would be no
[2126] 1:34:44	account to say he received it.
[2127] 1:34:47	There's no paper trail to say he
[2128] 1:34:49	received it, he can keep it.
[2129] 1:34:53	>> So, he did that deliberately to steal
[2130] 1:34:55	it.
[2131] 1:34:56	>> He did that deliberately to steal it.
[2132] 1:34:57	You see, if he invested it,
[2133] 1:34:59	>> Yeah.
[2134] 1:35:00	>> there would be a receipt from the from
[2135] 1:35:03	the money manager saying that they
[2136] 1:35:06	received that money and that he got x
[2137] 1:35:08	amount back.
[2138] 1:35:09	>> Yeah.
[2139] 1:35:11	And isn't there something if the master
[2140] 1:35:13	didn't return?
[2141] 1:35:14	>> Yeah.
[2142] 1:35:14	>> That's his free clear cuz again, there's
[2143] 1:35:16	no receipt. There's no proof.
[2144] 1:35:17	>> Yeah, it's exactly what it is. If the
[2145] 1:35:19	master didn't return, he gets to keep it
[2146] 1:35:22	free and clear
[2147] 1:35:24	cuz there's no receipt.
[2148] 1:35:26	>> And the others, all that money they made
[2149] 1:35:29	goes into the master's estate. They
[2150] 1:35:31	don't get it.
[2151] 1:35:32	>> Yeah, the other two servants, because
[2152] 1:35:34	there were receipts involved, would go
[2153] 1:35:36	back into the master's estate if he
[2154] 1:35:38	didn't return.
[2155] 1:35:40	>> So, it is pretty clear he's
[2156] 1:35:42	>> Oh, yeah, that that that that worthless
[2157] 1:35:44	servant is a scumbag.
[2158] 1:35:48	Milo Morter, man, what a crook. Yeah.
[2159] 1:35:53	Yeah. Yeah, he was a crook. He
[2160] 1:35:55	absolutely and you're supposed to get
[2161] 1:35:56	that from from from the text. You are
[2162] 1:35:58	supposed to understand
[2163] 1:36:00	that that worthless servant with the one
[2164] 1:36:02	talent was a crook.
[2165] 1:36:08	Mama goes, "That's what that means."
[2166] 1:36:10	Yeah, it does.
[2167] 1:36:12	>> [laughter]
[2168] 1:36:15	>> Mama says, "Why have I never been taught
[2169] 1:36:17	this by anyone for in 35 years of being
[2170] 1:36:20	a Christian?"
[2171] 1:36:23	I wasn't around 35 years ago.
[2172] 1:36:25	>> [laughter]
[2173] 1:36:29	>> Uh I don't know. I don't know why
[2174] 1:36:30	pastors don't do the the job of of
[2175] 1:36:34	checking the the cultural context of
[2176] 1:36:36	these things.
[2177] 1:36:37	Um
[2178] 1:36:40	but yeah, it was uh
[2179] 1:36:42	it it's clear that the that that
[2180] 1:36:45	unworthy servant was a crook.
[2181] 1:36:47	And that he was trying to steal from the
[2182] 1:36:49	master.
[2183] 1:36:51	That was his whole thing.
[2184] 1:37:10	Andrew Graham goes,
[2185] 1:37:12	"It changes the meaning of the
[2186] 1:37:13	parables." Yeah, it does.
[2187] 1:37:15	Yeah, it's it's it's not just he was
[2188] 1:37:18	afraid.
[2189] 1:37:20	Wasn't he was just afraid. Cuz then the
[2190] 1:37:22	master says to him, the master says to
[2191] 1:37:24	him, "Okay, you knew I was a harsh
[2192] 1:37:26	master.
[2193] 1:37:27	Why didn't you put it in the bank and at
[2194] 1:37:28	least give it back with interest?"
[2195] 1:37:32	But you know what? If he had gotten the
[2196] 1:37:34	if he had put it in the bank and there
[2197] 1:37:36	was interest,
[2198] 1:37:37	>> That's a receipt.
[2199] 1:37:38	>> That's a receipt.
[2200] 1:37:41	You would have known where the money is.
[2201] 1:37:43	If the if the guy you lent it to had
[2202] 1:37:45	never gave it back, the master could
[2203] 1:37:47	then at least go
[2204] 1:37:48	bash some skulls and get his money back
[2205] 1:37:50	cuz he had the receipt.
[2206] 1:37:53	So,
[2207] 1:37:56	so uh it's
[2208] 1:37:58	yeah, it's just uh
[2209] 1:38:01	oh boy, I would really risk a behavior.
[2210] 1:38:07	>> [laughter]
[2211] 1:38:08	>> Rank on here, confirmed Dr. Ford is
[2212] 1:38:10	younger than 35. Oh, I wish.
[2213] 1:38:12	>> Oh.
[2214] 1:38:13	>> Oh, I wish.
[2215] 1:38:17	Definitely not.
[2216] 1:38:18	>> You you just weren't in a position
[2217] 1:38:19	>> No, I was just wasn't in a
[2218] 1:38:20	>> to teach when you're 12.
[2219] 1:38:22	>> [laughter]
[2220] 1:38:24	>> Yeah, they don't let you teach when
[2221] 1:38:26	you're 15. Um
[2222] 1:38:27	>> [laughter]
[2223] 1:38:28	>> just saying.
[2224] 1:38:34	>> Why don't they teach it? Because chat
[2225] 1:38:36	GPT does not mention.
[2226] 1:38:38	Yeah, rich man.
[2227] 1:38:41	>> Yeah, why don't they teach it? Rich
[2228] 1:38:42	says, because chat GPT doesn't mention
[2229] 1:38:45	it. Yeah.
[2230] 1:38:50	Rank on camp said, I'd heard that the
[2231] 1:38:51	Knights Templar invented banking. I'm
[2232] 1:38:53	guessing that's not entirely true based
[2233] 1:38:55	on this passage. It's not true, not at
[2234] 1:38:57	all.
[2235] 1:38:58	Um there were a lot of money lenders
[2236] 1:39:00	back then.
[2237] 1:39:01	Here's what the Knights Templar did
[2238] 1:39:04	though.
[2239] 1:39:05	Okay? The innovation wasn't banking,
[2240] 1:39:08	it was international banking.
[2241] 1:39:12	That's a that's a big qualifier there.
[2242] 1:39:15	Here's what the here's here's what the
[2243] 1:39:16	the Knights Templar did.
[2244] 1:39:19	Basically, you deposit your money at one
[2245] 1:39:21	branch,
[2246] 1:39:23	they give you a writ.
[2247] 1:39:25	You could take that writ down to their
[2248] 1:39:26	back branch in Jerusalem
[2249] 1:39:29	and cash it out.
[2250] 1:39:32	Okay? So,
[2251] 1:39:34	there've been money lenders since the
[2252] 1:39:36	dawn of time.
[2253] 1:39:37	Money lending is an old profession. A
[2254] 1:39:39	lot of people did it.
[2255] 1:39:42	Um
[2256] 1:39:44	Well, yeah, they they weren't supposed
[2257] 1:39:45	to, but they did do it.
[2258] 1:39:48	But, um
[2259] 1:39:52	But, yeah, there was a lot of lot of lot
[2260] 1:39:54	of lenders, especially especially in the
[2261] 1:39:56	Middle East.
[2262] 1:39:58	Lot of money lenders in the Middle East.
[2263] 1:40:00	Um And a lot of them in Jerusalem.
[2264] 1:40:03	Everyone knew what a money lender was in
[2265] 1:40:05	Jerusalem.
[2266] 1:40:07	>> [clears throat]
[2267] 1:40:08	>> All over the place.
[2268] 1:40:09	>> You know what a money changer
[2269] 1:40:11	>> Yeah,
[2270] 1:40:12	people knew what money changers were as
[2271] 1:40:13	well, but yeah.
[2272] 1:40:16	It's part of the system. Part of the
