[0] 0:00	Heat.
[1702] 1:32:04	view on the soul. Now
[1703] 1:32:07	does that have
[1704] 1:32:11	um does that have implications
[1705] 1:32:15	for say
[1706] 1:32:17	um
[1707] 1:32:19	say
[1708] 1:32:21	that that life begins at a conception?
[1709] 1:32:24	No, it doesn't because life still begins
[1710] 1:32:26	at conception and a fully formed human
[1711] 1:32:28	being begins at conception whether or
[1712] 1:32:31	not it has a soul. So whether or not it
[1713] 1:32:34	has a soul is it is im immaterial
[1714] 1:32:38	to the sanctity of life. So I just want
[1715] 1:32:41	to make that clear. Even if you hold to
[1716] 1:32:43	a transucenist or not an emergent um
[1717] 1:32:47	generative view of the soul that doesn't
[1718] 1:32:50	change the ethics of this in any way
[1719] 1:32:59	>> and Patui points out here there's
[1720] 1:33:01	partistics for all four views and
[1721] 1:33:03	there's bib Bible passages for all four
[1722] 1:33:05	views. Yeah. So again it's not something
[1723] 1:33:06	we we need to fight over. It's something
[1724] 1:33:08	we can debate. In fact, at the last ETS,
[1725] 1:33:11	there was a debate um there was a panel
[1726] 1:33:14	actually on um whether the soul was
[1727] 1:33:17	emergent or or generative or sorry um
[1728] 1:33:21	creationist or traditionist and all
[1729] 1:33:23	that. They had like like seven or eight
[1730] 1:33:25	views of this.
[1731] 1:33:28	>> Oh, Ryan.
[1732] 1:33:31	>> Uh Ryan says, "Can you do a video on
[1733] 1:33:33	that?" Yeah, sure. Sure. We can do a
[1734] 1:33:35	video on that.
[1735] 1:33:41	Mr. EC show, huh?
[1736] 1:33:51	Okay,
[1737] 1:33:52	can do that.
[1738] 1:33:57	All right, next one here.
[1739] 1:34:04	Next one.
[1740] 1:34:18	Um,
[1741] 1:34:21	Mistress Rat
[1742] 1:34:24	says, "What about sponges and
[1743] 1:34:26	nonbilaterans?
[1744] 1:34:27	Do you think there's a specific point in
[1745] 1:34:29	the evolutionary timeline where animals
[1746] 1:34:31	gain the capacity to hold souls?"
[1747] 1:34:35	Um, I don't think sponges have have
[1748] 1:34:37	souls, personally. U, some people do.
[1749] 1:34:41	Some people think they're animals and
[1750] 1:34:42	therefore they have it. I don't think
[1751] 1:34:43	they do. I think you do need some sort
[1752] 1:34:46	of reasoning and and say moral, say,
[1753] 1:34:50	reflection to to basically have a
[1754] 1:34:53	spirit.
[1755] 1:34:54	But
[1756] 1:34:58	>> I view sponges more like an underwater
[1757] 1:35:00	plant. Honestly, Mr. Iceight Rat. Okay.
[1758] 1:35:05	Um,
[1759] 1:35:09	yeah, I can't read the the text all that
[1760] 1:35:10	clearly, so I couldn't tell if that was
[1761] 1:35:13	a upper or lower eye.
[1762] 1:35:16	So, basically,
[1763] 1:35:18	Dr. Faulk is teach Squidward, I see.
[1764] 1:35:20	Okay.
[1765] 1:35:25	Yeah. So
[1766] 1:35:32	Dossman, my sponge does. It's a good
[1767] 1:35:34	sponge. Cleaned many of car.
[1768] 1:35:38	Big Destiny. Spongebob has a soul.
[1769] 1:35:44	>> Leave your sponge on
[1770] 1:35:48	your sponge.
[1771] 1:35:51	>> I mean, leave a sponge on a counter long
[1772] 1:35:53	enough, as Mrs. producer just said and
[1773] 1:35:55	it'll grow stuff that will could come
[1774] 1:35:59	evolve into a soul.
[1775] 1:36:03	Okay.
[1776] 1:36:06	Uh yeah. So I think you have to have a
[1777] 1:36:09	certain be on a certain scale of the
[1778] 1:36:14	of the animal ladder before you start
[1779] 1:36:16	having a spirit.
[1780] 1:36:18	So,
[1781] 1:36:20	um, and I don't necessarily think it's
[1782] 1:36:22	all that high, but there is seems to be
[1783] 1:36:25	a threshold where if it doesn't have a
[1784] 1:36:28	brain
[1785] 1:36:30	or
[1786] 1:36:32	can exercise moral behavior or even
[1787] 1:36:35	choice,
[1788] 1:36:37	then I kind of doubt whether or not it
[1789] 1:36:38	has a soul.
[1790] 1:36:41	Okay.
[1791] 1:36:42	>> So, you're saying
[1792] 1:36:44	>> the key is agency. Yeah. The key is
[1793] 1:36:47	agency. Um if if if the being has
[1794] 1:36:51	agency, it's likely to have a spirit. If
[1795] 1:36:54	it doesn't have an agency, it doesn't
[1796] 1:36:56	have a spirit. Um like for example, like
[1797] 1:37:00	an octopus has agency. It has
[1798] 1:37:04	intelligence.
[1799] 1:37:08	Now, a lot of creationists will say that
[1800] 1:37:13	octopus don't have spirits. occupy
[1801] 1:37:16	octopuses. They don't have spirits
[1802] 1:37:18	because they don't breathe the air.
[1803] 1:37:20	But boy can they make moral decisions.
[1804] 1:37:23	They have intelligence. They have
[1805] 1:37:25	agency.
[1806] 1:37:30	Absolutely.
[1807] 1:37:35	There's also some creationists that say
[1808] 1:37:36	if an animal doesn't have blood, it
[1809] 1:37:39	can't be have a spirit.
[1810] 1:37:42	Well, there are fish in Antarctica that
[1811] 1:37:44	don't have blood.
[1812] 1:37:46	They have plasma, but they don't have
[1813] 1:37:47	blood. They don't have red corpusles.
[1814] 1:37:51	So,
[1815] 1:37:54	Dustin Meeks octopuses octopus are
[1816] 1:37:57	intelligent. Oh, they're super
[1817] 1:37:58	intelligent. They are. They are crazy
[1818] 1:38:00	intelligent.
[1819] 1:38:02	Yeah. So, yeah, I think and they have
[1820] 1:38:06	everything that would sort of scratch
[1821] 1:38:07	the itch of having a spirit. They have
[1822] 1:38:11	agency. They have intelligence. They
[1823] 1:38:14	even have moral reasoning. So,
[1824] 1:38:17	>> Oh yeah.
[1825] 1:38:20	>> Oh yeah. Animals
[1826] 1:38:24	>> not even know it.
[1827] 1:38:26	>> Dark blade. If animals have souls, are
[1828] 1:38:28	they subject to salvation?
[1829] 1:38:32	Yes.
[1830] 1:38:33	Yes, they are. Now, here's I'm going to
[1831] 1:38:36	qualify this. Okay.
[1832] 1:38:40	Um,
[1833] 1:38:44	I think that
[1834] 1:38:46	animals, especially in the proximity of
[1835] 1:38:50	human beings, tend to develop moral
[1836] 1:38:53	reasoning.
[1837] 1:38:55	Now, I think I think it's like this. Not
[1838] 1:38:58	all animals go to heaven because they
[1839] 1:39:00	not all animals achieve something worthy
[1840] 1:39:04	of salvation.
[1841] 1:39:06	It has to have in in the case of say an
[1842] 1:39:10	animal, it has to have something where
[1843] 1:39:12	it leads to
[1844] 1:39:16	basically preservation.
[1845] 1:39:19	Like for example,
[1846] 1:39:21	a bunny can exercise moral reasoning.
[1847] 1:39:24	It knows it's being naughty.
[1848] 1:39:28	Okay? It knows when it's being good.
[1849] 1:39:32	Because for example, let me let me give
[1850] 1:39:33	you an example. the couch. Right now,
[1851] 1:39:36	our little girl is being very, very good
[1852] 1:39:38	in getting her cuddles on the couch.
[1853] 1:39:42	But if Mrs. Producer gets out of the
[1854] 1:39:45	couch, that bunny will try to sneak
[1855] 1:39:48	past.
[1856] 1:39:50	She knows she's not allowed to sneak
[1857] 1:39:52	past.
[1858] 1:39:54	I will look at her and I'll say, "That's
[1859] 1:39:58	that's not allowed, little bunny."
[1860] 1:40:00	She'll stop, turn around, and go back.
[1861] 1:40:05	She knows when she's being naughty.
[1862] 1:40:09	She can exercise moral reasoning.
[1863] 1:40:13	Dogs do this all the time, too. Ever
[1864] 1:40:16	seen those dog shaming videos? Oh, yeah.
[1865] 1:40:18	They they know. A lot of dogs know when
[1866] 1:40:20	they have messed up.
[1867] 1:40:24	Okay.
[1868] 1:40:27	If they have moral reasoning and they
[1869] 1:40:29	can make moral choices, they have the
[1870] 1:40:31	agency to make moral choices, then they
[1871] 1:40:33	have something worth preserving.
[1872] 1:40:37	So if they have something worth
[1873] 1:40:39	preserving,
[1874] 1:40:41	then they are subject to salvation
[1875] 1:40:46	within the grace of God. So,
[1876] 1:40:55	okay. So, uh that answers that question.
[1877] 1:40:58	Thank you very much for that question.
[1878] 1:40:59	It's a really good question. But yeah,
[1879] 1:41:05	next one here.
[1880] 1:41:08	Down here.
[1881] 1:41:24	Next one.
[1882] 1:41:28	Okay. thief for $2 Australian.
[1883] 1:41:32	Where do Christians go when they die?
[1884] 1:41:35	Kevin, that's where they go.
[1885] 1:41:38	Uh here's here's the thing. They don't
[1886] 1:41:40	go to Shaol anymore. Now, the thing with
[1887] 1:41:43	Shaol, that's in Hebrew, that's the
[1888] 1:41:46	grave.
[1889] 1:41:48	Shaol was
[1890] 1:41:52	the place where the unredeemed dead go.
[1891] 1:41:56	So if you were a bad guy
[1892] 1:42:00	and unredeemed, you went to Shaol. If
[1893] 1:42:02	you were a good guy and unredeemed, you
[1894] 1:42:05	also went to Shaol. With the redemption
[1895] 1:42:07	of Jesus Christ, that limitation was
[1896] 1:42:12	lifted for those who are basically
[1897] 1:42:15	followers of Christ and followers of the
[1898] 1:42:17	Lord. They then no longer went to Shaol.
[1899] 1:42:21	They went directly to heaven.
[1900] 1:42:23	So basically if the as long as you're
[1901] 1:42:26	dead in your sins, you couldn't go to
[1902] 1:42:29	heaven. So once the sin problem was
[1903] 1:42:31	taken care of, Christians, followers of
[1904] 1:42:35	Jesus Christ are then free to go to
[1905] 1:42:37	heaven directly.
[1906] 1:42:39	So that's where Christians go when they
[1907] 1:42:41	die.
[1908] 1:42:53	Next one here.
[1909] 1:43:03	[Laughter]
[1910] 1:43:06	Mr. Ice Rat, Eastern Orthodox actually
[1911] 1:43:09	go to Abraham's bosom on the basins that
[1912] 1:43:11	it's more traditional than heaven. Oh.
[1913] 1:43:14	Ow.
[1914] 1:43:22	Yeah, God's got a sense of humor about
[1915] 1:43:24	that.
[1916] 1:43:24	>> People are going to
[1917] 1:43:30	>> Patoule says, "God uploads your software
[1918] 1:43:33	into his hardware. Then in the new
[1919] 1:43:35	heavens and new earth, you get new
[1920] 1:43:36	hardware to run the old software again."
[1921] 1:43:40	I suppose. Yeah.
[1922] 1:43:48	Ryan Cohen camp. Don't Eastern Orthodox
[1923] 1:43:50	have toll houses too? Some believe that,
[1924] 1:43:53	some don't.
[1925] 1:43:55	Here's the thing. When we ever we talk
[1926] 1:43:57	about Eastern Orthodoxy is there's a
[1927] 1:44:00	huge r. It's a big tent.
[1928] 1:44:08	This is something I've that's always
[1929] 1:44:10	said bothered me
[1930] 1:44:12	about when when Protestants talk about
[1931] 1:44:16	Eastern Orthodox.
[1932] 1:44:18	This is not so much to the Catholics,
[1933] 1:44:20	okay? This doesn't apply to Catholics
[1934] 1:44:22	because Catholics have a unified
[1935] 1:44:23	theology, you know, it's it's the
[1936] 1:44:26	magisterium
[1937] 1:44:28	in and in in Catholicism defines
[1938] 1:44:31	theology and everyone's kind of got to
[1939] 1:44:32	go along with that. Um,
[1940] 1:44:36	but
[1941] 1:44:38	Eastern Orthodox are all over the board.
[1942] 1:44:41	Um, and that's because the whole whole
[1943] 1:44:43	Eastern Orthodox communion is all over
[1944] 1:44:45	the board.
[1945] 1:44:47	You've got everything from from very
[1946] 1:44:51	liberal to very conservative Eastern
[1947] 1:44:53	Orthodox. You've got various you've got
[1948] 1:44:57	even Protestants in Eastern Orthodoxy.
[1949] 1:45:00	They don't call themselves Protestants,
[1950] 1:45:02	but they believe the same things. You
[1951] 1:45:04	know, they're they're some of them are
[1952] 1:45:06	practically Calvinist for all intents
[1953] 1:45:08	and purposes. In fact, there was even
[1954] 1:45:10	one Eastern Orthodox Calvinist saint.
[1955] 1:45:14	So,
[1956] 1:45:23	says they do have a bit of an allergy to
[1957] 1:45:25	doing systematic theology. Yeah, they're
[1958] 1:45:28	not they they they don't they're not
[1959] 1:45:29	great theologians.
[1960] 1:45:31	Um
[1961] 1:45:33	that's really not their thing,
[1962] 1:45:40	but they have other strengths.
[1963] 1:45:44	Dark Eastern Orthodoxy doesn't have an
[1964] 1:45:46	official boss. No, it doesn't. Which is
[1965] 1:45:49	why you have such diversity of opinions.
[1966] 1:45:52	And even on opinions they've settled,
[1967] 1:45:55	there's still
[1968] 1:45:57	differences in thinking. So,
[1969] 1:46:08	uh, Jack Ray
[1970] 1:46:14	the doorbell.
[1971] 1:46:17	Uh, can anyone explain the toll house?
[1972] 1:46:19	Sure. Uh, a toll house is the I it's
[1973] 1:46:22	kind of the Eastern Orthodox idea of
[1974] 1:46:24	purgatory
[1975] 1:46:25	where instead of having the sins burned
[1976] 1:46:30	out of you, you sort of make this this
[1977] 1:46:32	this pilgrimage where you have to pay a
[1978] 1:46:34	toll house along the way to get to the
[1979] 1:46:36	next level. So think of it kind of like
[1980] 1:46:38	Eastern Orthodox purgatory,
[1981] 1:46:41	but no, by no means universally
[1982] 1:46:43	accepted.
[1983] 1:46:55	Let's see. I saw something here I wanted
[1984] 1:46:58	to take.
[1985] 1:47:30	Jack Ray says, "Never heard of that idea
[1986] 1:47:32	before either." That's the second for
[1987] 1:47:34	the stream.
[1988] 1:47:36	Okay, cool. Glad glad we could enlighten
[1989] 1:47:40	you here. Um, what I will say about
[1990] 1:47:42	Eastern Orthodoxy is this and it's
[1991] 1:47:44	they're they're all over the map. They
[1992] 1:47:46	really are all over the map.
[1993] 1:47:50	um they don't have one unified and it
[1994] 1:47:53	comes down to this. They tend to believe
[1995] 1:47:56	in say
[1996] 1:47:58	the plurality of tradition,
[1997] 1:48:02	but how do they determine plurality? And
[1998] 1:48:05	that's a huge problem is they they're
[1999] 1:48:06	not exactly clear on what constitutes a
[2000] 1:48:10	plurality.
[2001] 1:48:13	So,
[2002] 1:48:15	so this is why things get really really
[2003] 1:48:17	muddy in Eastern Orthodoxy.
[2004] 1:48:20	Um,
[2005] 1:48:21	yeah, they are literally all over the
[2006] 1:48:23	map. Uh, Ryan Cohen. Yeah. Um, and not
[2007] 1:48:27	just the physical map of the world, the
[2008] 1:48:29	theological map.
[2009] 1:48:32	I mean,
[2010] 1:48:34	even though even as I said, even in
[2011] 1:48:36	questions they declared settled there
[2012] 1:48:38	all over the map.
[2013] 1:48:40	And I think this is one of the problems
[2014] 1:48:41	I have with say as I say with um say
[2015] 1:48:45	Protestant um
[2016] 1:48:48	critiques of Eastern Orthodoxy is
[2017] 1:48:54	they tend to gravitate
[2018] 1:48:58	to the Orthobros.
[2019] 1:49:01	Like I hear like like one of the one of
[2020] 1:49:03	like for example I hear Gavin Ortland
[2021] 1:49:05	say this all the time that Eastern
[2022] 1:49:07	Orthodoxy
[2023] 1:49:09	uh really hammers home the idea there's
[2024] 1:49:12	no salvation outside of the Eastern
[2025] 1:49:15	Orthodox Church.
[2026] 1:49:19	>> I know it's stupid. It's stupid.
[2027] 1:49:23	>> I know.
[2028] 1:49:24	>> What?
[2029] 1:49:25	>> He he basically encounters mostly
[2030] 1:49:28	Orthobros
[2031] 1:49:30	and and Eastern Orthodox Thai
[2032] 1:49:32	conservatives.
[2033] 1:49:34	That's really who he's encountering.
[2034] 1:49:38	Yes. And like visit the church.
[2035] 1:49:43	>> Yeah.
[2036] 1:49:45	>> Yeah. I mean it's it's dafted. Now the
[2037] 1:49:47	Eastern Orthodox will say that there is
[2038] 1:49:50	no salvation outside of the church.
[2039] 1:49:55	Okay.
[2040] 1:49:58	They'll say that and that's a perfectly
[2041] 1:50:00	reasonable thing to say. I mean even
[2042] 1:50:02	Protestants say there's no salvation
[2043] 1:50:04	outside of the church universal.
[2044] 1:50:07	Absolutely. Protestants will say that uh
[2045] 1:50:10	every day.
[2046] 1:50:12	They'll affirm that happily.
[2047] 1:50:15	But wow.
[2048] 1:50:19	But to take the loudest proponents of of
[2049] 1:50:22	orthodoxy and basically make that your
[2050] 1:50:25	standard just it bothers me. It really
[2051] 1:50:28	bothers me because it doesn't doesn't
[2052] 1:50:30	accurately portray what they believe.
[2053] 1:50:35	messy.
[2054] 1:50:37	>> Yeah.
[2055] 1:50:39	>> Yeah.
[2056] 1:50:44	>> Yeah.
[2057] 1:50:47	>> No, you don't take the most extreme
[2058] 1:50:48	positions. No. Do orthobros do not
[2059] 1:50:51	represent all of us. Laugh out loud.
[2060] 1:50:53	That's not a real stance of the
[2061] 1:50:55	churches. No, it isn't.
[2062] 1:50:57	Now, you won't find that in any of the
[2063] 1:51:00	official documents either. You know, you
[2064] 1:51:02	just won't. It's I mean outside the
[2065] 1:51:04	church universal that's one thing
[2066] 1:51:06	everybody agrees on that
[2067] 1:51:09	you know but the idea that there's no
[2068] 1:51:12	salvation outside of Eastern Orthodoxy
[2069] 1:51:16	that's a that's a mixed opinion again
[2070] 1:51:19	the Orthod bros will say that the
[2071] 1:51:22	Orthodox ultra-conservatives will say
[2072] 1:51:23	that but then again the
[2073] 1:51:26	ultraorth or sorry the the orthodox
[2074] 1:51:29	ultra-conservatives will also say that
[2075] 1:51:32	priest should have authority over
[2076] 1:51:35	temporal and spiritual matters that
[2077] 1:51:38	nobody agrees with that.
[2078] 1:51:41	So,
[2079] 1:51:43	so they'll say I mean the the
[2080] 1:51:45	ultra-conservatives will say all sorts
[2081] 1:51:46	of crazy things.
