[0] 3:03	Heat.
[1794] 1:35:53	practice. It's an a biblical practice.
[1795] 1:35:56	So,
[1796] 1:35:58	so would I go out of my way to
[1797] 1:36:01	criticize it? No. No. I I I think
[1798] 1:36:05	there's there's there's better things to
[1799] 1:36:07	do with my time.
[1800] 1:36:10	>> You You have the founder of sponsors
[1801] 1:36:16	>> of what's up.
[1802] 1:36:18	>> People didn't like the vote.
[1803] 1:36:21	>> Yeah. But you'd not do it as a sign of
[1804] 1:36:25	>> So I mean we we do that in this state.
[1805] 1:36:28	>> Yeah. Lewis Sanville asks, "But how is
[1806] 1:36:30	veneration different from worship?" You
[1807] 1:36:32	don't worship icons.
[1808] 1:36:34	That's how it's different. Um here's
[1809] 1:36:37	what what veneration is. It's two
[1810] 1:36:40	things. Okay? And
[1811] 1:36:44	it's showing respect. That's one one
[1812] 1:36:47	part of veneration. The other part is
[1813] 1:36:50	appealing to the saint of the icon to
[1814] 1:36:54	pray on your behalf as the cloud of
[1815] 1:36:56	witnesses as the great cloud of
[1816] 1:36:58	witnesses.
[1817] 1:37:00	Okay. So
[1818] 1:37:04	um
[1819] 1:37:08	so it's one of those things where it's
[1820] 1:37:10	not worship. Nobody worships icons. At
[1821] 1:37:13	least nobody should worship icons. If it
[1822] 1:37:17	does go into worship, that's idolatry.
[1823] 1:37:20	And and most Eastern Orthodox would be
[1824] 1:37:22	very very clear that you're not praying
[1825] 1:37:25	to
[1826] 1:37:27	the
[1827] 1:37:29	icon for a good result,
[1828] 1:37:34	but you're praying to the icon to pray
[1829] 1:37:36	on your behalf.
[1830] 1:37:39	So,
[1831] 1:37:41	so it's it's it is qualitatively
[1832] 1:37:44	different.
[1833] 1:37:48	Um, it's it's it's the the two
[1834] 1:37:50	veneration and worship are different. No
[1835] 1:37:52	one is saying to v to worship an icon.
[1836] 1:37:55	Nobody. At least nobody should
[1837] 1:38:00	because that would cross the line.
[1838] 1:38:03	But the question is,
[1839] 1:38:06	is veneration
[1840] 1:38:09	epicacious? So it comes down to is this
[1841] 1:38:12	a unbiblical? No. Is it efficacious?
[1842] 1:38:15	Does it actually help anything?
[1843] 1:38:19	Well, I also think no
[1844] 1:38:23	cuz cuz frankly we are allowed to go
[1845] 1:38:24	directly to the father and to the son
[1846] 1:38:27	and to the holy spirit with whom prayer
[1847] 1:38:30	is efficacious.
[1848] 1:38:34	So,
[1849] 1:38:36	so do I think it's unbiblical? No. Do I
[1850] 1:38:39	think it's a biblical? Yes. Do I think
[1851] 1:38:41	it's efficacious? No. So, so that's my
[1852] 1:38:44	view on on the veneration of icons.
[1853] 1:38:48	But I think if you have a a different
[1854] 1:38:50	basis to criticize, use that instead.
[1855] 1:38:53	This is not a great this is not
[1856] 1:38:56	this is not a good subject uh to to
[1857] 1:39:01	focus your time on really
[1858] 1:39:06	>> brings a lot more heat.
[1859] 1:39:09	>> Yeah, as my producer says, it brings
[1860] 1:39:11	more heat than light.
[1861] 1:39:15	Okay. So,
[1862] 1:39:17	I hope that helps. Thank you, Micah, for
[1863] 1:39:19	the question. Really appreciate it.
[1864] 1:39:31	Rich Adam says, "Another Friday night
[1865] 1:39:33	listening to my favorite Bible teacher."
[1866] 1:39:35	Awesome. Awesome. We're glad you're
[1867] 1:39:37	here.
[1868] 1:39:50	Uh Marame asks, "At the Lord's supper,
[1869] 1:39:53	were therefore cups of wine for the
[1870] 1:39:54	traditional supper Jesus and the
[1871] 1:39:56	disciples were to consume?" Yes,
[1872] 1:40:00	there were.
[1873] 1:40:02	Um there is the um the um induction cup.
[1874] 1:40:09	Uh then there is
[1875] 1:40:13	um the plagues cup which is not actually
[1876] 1:40:16	consumed.
[1877] 1:40:18	Nobody consumes the the plagues cup. Uh
[1878] 1:40:21	what you do with the plagues cup is you
[1879] 1:40:22	dip your finger in and you sprinkle it.
[1880] 1:40:24	Nobody drinks the second cup.
[1881] 1:40:28	Then there's the Elijah cup which um
[1882] 1:40:34	venerates the this the return of Elijah.
[1883] 1:40:39	And then finally there's the
[1884] 1:40:40	consummation cup or the cup of blessing.
[1885] 1:40:42	Okay.
[1886] 1:40:44	So yeah at the at the Lord's supper
[1887] 1:40:46	there were four cups um only three of
[1888] 1:40:49	which were actually dranken.
[1889] 1:40:52	Now drink drunk
[1890] 1:40:55	drink.
[1891] 1:40:58	Yeah.
[1892] 1:41:04	So yeah,
[1893] 1:41:11	mama says, "Was that why Jesus said they
[1894] 1:41:13	couldn't drink his cup?" Yeah. Um cuz he
[1895] 1:41:17	was the consumation.
[1896] 1:41:20	So he didn't drink the final cup.
[1897] 1:41:23	Christ did not drink that final cup
[1898] 1:41:27	because he at that point vowed not to
[1899] 1:41:30	drink of the fruit of the vine until his
[1900] 1:41:33	return.
[1901] 1:41:35	So he was the final cup, the cup of the
[1902] 1:41:39	consumation, the the absolute
[1903] 1:41:43	fulfillment of the sacrificial system,
[1904] 1:41:46	the fulfillment of the Passover, the the
[1905] 1:41:49	ultimate redemption for sin so that
[1906] 1:41:52	there would never again need to be
[1907] 1:41:54	another Passover.
[1908] 1:41:59	So
[1909] 1:42:00	>> uh good question over the
[1910] 1:42:04	when
[1911] 1:42:05	father
[1912] 1:42:10	>> uh overclock shot asks wait when Jesus
[1913] 1:42:12	asked the father could would take this
[1914] 1:42:14	cup from them is that a passover
[1915] 1:42:16	reference absolutely that is a Passover
[1916] 1:42:19	reference
[1917] 1:42:23	So,
[1918] 1:42:33	uh, Marabar asks, I heard a story that
[1919] 1:42:34	the wine Jesus drank from the sponge was
[1920] 1:42:36	representative of the fourth cup. It's
[1921] 1:42:38	not representative of the fourth cup. He
[1922] 1:42:40	didn't actually drink of it. He tasted
[1923] 1:42:42	it and then rejected it.
[1924] 1:42:45	Uh, the other thing you have to
[1925] 1:42:46	understand about that that that sponge,
[1926] 1:42:49	there's a couple things about that
[1927] 1:42:51	sponge that's I won't go into too much
[1928] 1:42:53	detail. Um, it's a toilet sponge. Okay,
[1929] 1:42:58	that's that's what it is. And it was
[1930] 1:43:01	meant to be an insult to Christ, but it
[1931] 1:43:03	also had wine laced with gull, which is
[1932] 1:43:06	a poison.
[1933] 1:43:08	It was meant to ex humiliate and
[1934] 1:43:11	accelerate the death.
[1935] 1:43:13	That was the point of it. That's why
[1936] 1:43:15	Christ didn't drink it
[1937] 1:43:18	because it was poisoned.
[1938] 1:43:23	It would have abbreviated the suffering.
[1939] 1:43:31	Yeah. Uh Ryan Co for faster dying.
[1940] 1:43:33	Exactly.
[1941] 1:43:53	Eclavius. So he did taste the the cup of
[1942] 1:43:56	poison. Yeah, he tasted it. But again,
[1943] 1:44:00	tasting is not drinking. Not in that
[1944] 1:44:02	context.
[1945] 1:44:08	Okay, let's go move on to the next
[1946] 1:44:09	question here.
[1947] 1:44:13	Um,
[1948] 1:44:17	18 Ministers asks, "What are the origins
[1949] 1:44:19	of the halo?"
[1950] 1:44:22	Um,
[1951] 1:44:23	I think he's asking about the the halo
[1952] 1:44:26	of light that encircles the head on
[1953] 1:44:29	icons. Uh, we don't see this in iconic
[1954] 1:44:33	art.
[1955] 1:44:35	um until the um at least the 6th century
[1956] 1:44:39	AD. Um late maybe late 5th at the
[1957] 1:44:45	earliest, but definitely definitely we
[1958] 1:44:49	finally see this in the sixth century.
[1959] 1:44:52	Um
[1960] 1:44:54	it was seen as basically an artistic
[1961] 1:44:56	representation of something that's holy.
[1962] 1:44:59	So
[1963] 1:45:00	um it comes along with with with um
[1964] 1:45:04	iconograph with church and cathedral
[1965] 1:45:06	iconography.
[1966] 1:45:08	Again the earliest representations of
[1967] 1:45:10	this are
[1968] 1:45:12	are about 500 AD.
[1969] 1:45:16	Um that's that's the earliest
[1970] 1:45:17	representations of that and every every
[1971] 1:45:20	art historian will will basically agree
[1972] 1:45:22	with this.
[1973] 1:45:24	So
[1974] 1:45:26	um it's something that happens about 500
[1975] 1:45:28	years after Christ, but that's that's
[1976] 1:45:31	generally the or origins of it. It's
[1977] 1:45:33	something that you see in in the
[1978] 1:45:35	decoration of of Eastern cathedrals. So
[1979] 1:45:39	it's more of an artistic style than a
[1980] 1:45:41	theological sty statement. So hope that
[1981] 1:45:44	helps. Thank you for the super chat.
[1982] 1:45:46	Really appreciate it.
[1983] 1:45:53	Next one here,
[1984] 1:45:56	First Kings 11:7 says, "Kimosh is Moab's
[1985] 1:45:59	God. Is that true?" Let's look up the
[1986] 1:46:01	passage and then we'll comment on it,
[1987] 1:46:04	which is
[1988] 1:46:06	First Kings
[1989] 1:46:09	11 verse 7.
[1990] 1:46:13	Then Solomon built a high place for
[1991] 1:46:15	Kimosh, the detestable idol of Moab, on
[1992] 1:46:18	the mountain which is east of Jerusalem,
[1993] 1:46:20	and for Moolok, the detestable idol of
[1994] 1:46:22	the sons of Ammon. Okay.
[1995] 1:46:26	Um,
[1996] 1:46:29	now this is a play on words here. Okay.
[1997] 1:46:32	There's there's two things going on
[1998] 1:46:33	here. One is that Kimosh is the god of
[1999] 1:46:38	the Moabites. Uh we do find Kimosh names
[2000] 1:46:41	amongst Moabitete seals impressions. Um
[2001] 1:46:45	there's really no question about it. Uh
[2002] 1:46:47	Kimosh was the god of the Moabites. That
[2003] 1:46:50	is absolutely true. Um the I here though
[2004] 1:46:55	this is kind of interesting
[2005] 1:46:57	because the idol of the Ammonites was
[2006] 1:46:59	not Moolok but Milcom.
[2007] 1:47:03	So what are they do? What's what's the
[2008] 1:47:05	author doing here? This is interesting.
[2009] 1:47:07	They are tweaking the name.
[2010] 1:47:11	Okay, so the biblical author here is
[2011] 1:47:13	tweaking the name from Milcom to
[2012] 1:47:16	something worse which is Moolok.
[2013] 1:47:21	And
[2014] 1:47:23	uh Israelite writers did this where if
[2015] 1:47:27	they wanted to be really sort of a a
[2016] 1:47:29	Serbic, they would tweak the name to
[2017] 1:47:32	something worse like um Nabal Abigail's
[2018] 1:47:37	husband who denies the armies of David
[2019] 1:47:41	food and hospitality.
[2020] 1:47:45	Nabal is probably not his original name.
[2021] 1:47:49	Nabel means fool.
[2022] 1:47:52	No mother names their kid fool.
[2023] 1:47:55	At least no good mother.
[2024] 1:47:57	>> Maybe a mother who already has four
[2025] 1:47:59	kids.
[2026] 1:48:02	>> Yes.
[2027] 1:48:08	So um now we don't know if the Ammonites
[2028] 1:48:14	ever had a toph.
[2029] 1:48:16	Uh that's that's not clear. But what we
[2030] 1:48:19	do know is the Israelite lighters did
[2031] 1:48:22	not like the Ammonites.
[2032] 1:48:25	So I pity the Nepal.
[2033] 1:48:30	Well, that would have been uh
[2034] 1:48:32	>> a good t-shirt.
[2035] 1:48:33	>> That would have been a good a good
[2036] 1:48:34	t-shirt.
[2037] 1:48:38	Yeah. So, so they're tweaking Milcom
[2038] 1:48:41	into Moolok,
[2039] 1:48:43	but we have actually no evidence or at
[2040] 1:48:45	least not much evidence
[2041] 1:48:48	uh that they had a tot. Now, the Sons of
[2042] 1:48:53	Ammon did occasionally do child
[2043] 1:48:55	sacrifice. We do know that that's true.
[2044] 1:48:59	How do we know that's true?
[2045] 1:49:01	uh because when their cities were
[2046] 1:49:03	invaded, they would the king would
[2047] 1:49:06	sacrifice his eldest son at the walls to
[2048] 1:49:10	shift the tide of battle. So,
[2049] 1:49:13	so yeah, that was a thing. And Moab did
[2050] 1:49:16	that, too. So,
[2051] 1:49:19	just one of those things.
[2052] 1:49:23	Okay,
[2053] 1:49:25	so I hope that answered that question.
[2054] 1:49:26	Thank you very much for the super chat.
[2055] 1:49:28	But yes, Kimosh is Moab's god.
[2056] 1:49:38	Uh, Gloomgeist said, "I've been seeing a
[2057] 1:49:40	push for saying that they didn't
[2058] 1:49:42	sacrifice children. We've got released
[2059] 1:49:44	from Egypt that show that they did."
[2060] 1:49:47	Um, in fact, there's a beautiful relief
[2061] 1:49:49	in the Ramisum,
[2062] 1:49:51	uh, where, um, Ramse's II is is invading
[2063] 1:49:56	a Canaanite city, probably Gaza.
[2064] 1:49:59	Um, and
[2065] 1:50:01	there's the king, the Canaanite king,
[2066] 1:50:04	sacrificing his child right from the
[2067] 1:50:05	top.
[2068] 1:50:11	So, so yeah, they did that.
[2069] 1:50:15	So especially especially under times of
[2070] 1:50:17	invasion. So we we have proof uh that uh
[2071] 1:50:23	some Canaanite kings did sacrifice their
[2072] 1:50:25	children.
[2073] 1:50:30	Uh mama says did sac child sacrifice
[2074] 1:50:33	involve consuming some of the sacrifice?
[2075] 1:50:35	You mean eat? No. No. The uh child
[2076] 1:50:39	sacrifice in canon did not involve
[2077] 1:50:42	cannibalism.
[2078] 1:50:43	Uh just to be clear about that, okay?
[2079] 1:50:46	Did not involve cannibalism.
[2080] 1:50:48	Uh the children were often though burnt.
[2081] 1:50:52	So it was part of a burnt offering.
[2082] 1:50:56	All right. Next one here,
[2083] 1:51:00	uh from Ministries, uh First Kings
[2084] 1:51:04	11:13. Didn't they keep two tribes? Uh
[2085] 1:51:08	let's see here. First Kings 11:13.
[2086] 1:51:14	Okay. Um,
[2087] 1:51:18	start verse 12. Nevertheless, I will not
[2088] 1:51:20	do it in the days for the sake of your
[2089] 1:51:22	father David, but I will tear it out of
[2090] 1:51:24	your hand out of the hand of your son.
[2091] 1:51:26	However, I will not tear away all the
[2092] 1:51:27	kingdom. But I will give one tribe to
[2093] 1:51:30	your son for the sake of my servant and
[2094] 1:51:32	for the sake of Jerusalem which I have
[2095] 1:51:34	chosen. Okay. Yes, they did keep two
[2096] 1:51:37	tribes.
[2097] 1:51:40	um the tribe of um of um Judah and the
[2098] 1:51:46	tribe of Benjamin. Okay. However,
[2099] 1:51:51	Benjamin was kind of an oddball tribe
[2100] 1:51:53	anyway. Um because it didn't all go to
[2101] 1:51:57	them,
[2102] 1:51:59	um it sort of split
[2103] 1:52:02	uh because of um Solommonic
[2104] 1:52:05	redistricting.
[2105] 1:52:07	though. Um, in theory he did keep two
[2106] 1:52:10	tribes.
[2107] 1:52:12	Um,
[2108] 1:52:15	but um
[2109] 1:52:19	um it was kind of more like one and a
[2110] 1:52:21	halfish.
[2111] 1:52:24	So
[2112] 1:52:26	um yes, even though the prophecy says
[2113] 1:52:28	here, I will give one tribe to your son.
[2114] 1:52:32	Um
[2115] 1:52:34	uh for the sake of your servant, there
[2116] 1:52:36	were actually one and a halfish.
[2117] 1:52:39	Yeah. Ancient gerrymandering. Oh yeah.
[2118] 1:52:42	Uh Solomon was was infamous for this. I
[2119] 1:52:45	just accidentally hit something.
[2120] 1:52:50	Okay, I think. Sorry about that. I hit
[2121] 1:52:52	the wrong button by mistake.
[2122] 1:52:56	Are we back?
[2123] 1:52:58	Okay, I'm back.
[2124] 1:53:02	Okay. Uh, be careful with a mouse.
[2125] 1:53:06	Mouses are dangerous.
[2126] 1:53:12	Okay, let's go. Move on the next one
[2127] 1:53:13	here.
[2128] 1:53:26	All right, next one here. Um,
[2129] 1:53:34	uh, Eli Shane, uh, he didn't put a Q and
[2130] 1:53:37	a colon in front of it, so we probably
[2131] 1:53:39	probably would have missed it if he
[2132] 1:53:40	hadn't have kind of stated so. Um,
[2133] 1:53:46	I once heard a theory again, if you want
[2134] 1:53:48	your question to be C, you got to put a
[2135] 1:53:50	Q and a colon in front of it. No Q, no
[2136] 1:53:53	colon, we may not see it.
[2137] 1:53:55	>> Okay.
[2138] 1:53:57	>> We take it, yeah, we take it as a
[2139] 1:54:00	question posed to the group. If there's
[2140] 1:54:01	no Q and colon there, so really
[2141] 1:54:04	important that you put that there.
[2142] 1:54:09	All right. And he says, "Uh, I once
[2143] 1:54:11	heard a theory from Taco Talks,
[2144] 1:54:14	really taco talks.
[2145] 1:54:18	That Ammoni was the second son of the
[2146] 1:54:21	Exodus Pharaoh
[2147] 1:54:23	and that he wrote about this about how
[2148] 1:54:25	his older brother died in the 10th
[2149] 1:54:27	plague. Can you say if that's true?" I
[2150] 1:54:29	can say a couple things here. Okay. Um,
[2151] 1:54:33	one Aman Hotep II left no record saying
[2152] 1:54:38	that his older brother died in the 10th
[2153] 1:54:40	plague or any plague. Okay, so we know
[2154] 1:54:44	that
[2155] 1:54:46	that's an absolute. Okay, Amodi left no
[2156] 1:54:51	record to that.
[2157] 1:54:53	Uh,
[2158] 1:54:55	as far as him being the second son of
