[0] 1:24	Heat. Heat.
[1879] 1:40:52	>> [laughter]
[1880] 1:41:02	[sighs]
[1881] 1:41:04	>> Andrew Grim, Dr. Folk, sit swear. Laugh
[1882] 1:41:07	[laughter] out loud.
[1883] 1:41:12	Oh, you'd be surprised how many people
[1884] 1:41:14	have clutched their pearls over that.
[1885] 1:41:19	Amazing how many people have clutched
[1886] 1:41:21	up. I mean, we have we have so many
[1887] 1:41:23	adult topics in these books and they're
[1888] 1:41:26	clutching their pearls over the over the
[1889] 1:41:29	vocabulary.
[1890] 1:41:39	[laughter]
[1891] 1:41:41	Uh, mama says, "Doc, I mean, I know that
[1892] 1:41:44	it's mild. The 14-year-old doesn't think
[1893] 1:41:46	so. So, as she shouldn't, but it was
[1894] 1:41:48	funny.
[1895] 1:41:49	>> [laughter]
[1896] 1:41:50	>> Bubble trouble. Gosh diggly darn it. Oh,
[1897] 1:41:54	snicker doodle. [laughter]
[1898] 1:41:59	Oh, [snorts] snicker doodle.
[1899] 1:42:03	I still can't believe I read that in a
[1900] 1:42:05	in a book about space marines.
[1901] 1:42:12	[laughter]
[1902] 1:42:15	Oh, dang it. Snicker doodle.
[1903] 1:42:18	>> [laughter]
[1904] 1:42:25	[laughter]
[1905] 1:42:30	>> H.
[1906] 1:42:33	Oh, I got turtles in in one coming up.
[1907] 1:42:39	We're We got a character that's coming
[1908] 1:42:41	up that that when she cusses, she says
[1909] 1:42:45	turtles
[1910] 1:42:47	repeatedly.
[1911] 1:42:48	[laughter] Oh, turtles. Turtles.
[1912] 1:42:50	Turtles.
[1913] 1:42:55	Uh, mama says, "Uh, Smeg, that's not an
[1914] 1:42:59	innocent word. That one's not innocent."
[1915] 1:43:02	>> Yeah, that one's disgusting.
[1916] 1:43:10	Yeah, that one that one made it past the
[1917] 1:43:13	sensors when it really shouldn't have.
[1918] 1:43:18	[laughter]
[1919] 1:43:22	Okay.
[1920] 1:43:26	[laughter]
[1921] 1:43:29	Mama goes, "What did turtles ever do to
[1922] 1:43:31	her?"
[1923] 1:43:34	>> [laughter]
[1924] 1:43:35	>> Yeah. Well, just got trauma when it
[1925] 1:43:38	comes to turtles.
[1926] 1:43:45	Everyone gets drama over something. Some
[1927] 1:43:47	people get drama over turtles.
[1928] 1:43:56	Mama goes, "Really? There's literally a
[1929] 1:43:58	European appliance that's uh that is
[1930] 1:44:00	named to that?" Yeah, but not from that
[1931] 1:44:03	culture.
[1932] 1:44:08	Oh, turtles. [laughter]
[1933] 1:44:11	Snicker doodle.
[1934] 1:44:13	All right, let's move on here.
[1935] 1:44:20	Oh, little Zor uh for $5 asks, "How was
[1936] 1:44:24	it to be a foreign dignitary being in
[1937] 1:44:26	Egypt?" It sucked.
[1938] 1:44:30	Uh, one of the worst assignments you
[1939] 1:44:32	could have as a diplomat was, uh, being
[1940] 1:44:34	assigned to Egypt.
[1941] 1:44:36	Um,
[1942] 1:44:39	um, Pharaoh could decide to chain you up
[1943] 1:44:44	in prison, whip you, beat you just
[1944] 1:44:47	because you rubbed them the wrong way or
[1945] 1:44:50	just because he was wanting to to to
[1946] 1:44:52	take it out on the foreign government.
[1947] 1:44:57	Yeah. Um,
[1948] 1:44:59	you probably ate a little better than
[1949] 1:45:01	the typical uh farmer in in Egypt, but
[1950] 1:45:05	you wouldn't have eaten that much
[1951] 1:45:06	better.
[1952] 1:45:08	Um,
[1953] 1:45:11	so uh, so yeah, it's it it was not a
[1954] 1:45:15	good post. Being a foreign dignitary in
[1955] 1:45:18	Egypt was not a good post. It was the
[1956] 1:45:21	post you didn't want to be sent to.
[1957] 1:45:25	So
[1958] 1:45:27	yeah.
[1959] 1:45:30	So anyway, I hope that helps. Thank you
[1960] 1:45:32	very much for the super. There was one
[1961] 1:45:33	uh let me just uh relate one. Uh the
[1962] 1:45:36	Hittites sent an ambassador
[1963] 1:45:39	to Egypt who they didn't see from who
[1964] 1:45:43	who who they got no correspondence back
[1965] 1:45:46	for 20 years. He had gone missing
[1966] 1:45:49	in an Egyptian prison. They finally
[1967] 1:45:53	released him, but he was not never the
[1968] 1:45:56	same again. Never the same.
[1969] 1:45:59	Um, so yeah, you did you did not want to
[1970] 1:46:02	be a foreign dignitary in Egypt. Worst
[1971] 1:46:04	post. Worst post in the ancient east,
[1972] 1:46:06	probably.
[1973] 1:46:08	Okay, so hope that helps. Thank you for
[1974] 1:46:10	the super chat. Really appreciate it.
[1975] 1:46:13	Uh, Maverick Gross says, "I'm kind of
[1976] 1:46:15	fascinated by curse words. It tells you
[1977] 1:46:17	about what a culture values and what
[1978] 1:46:19	they seen as obscene and profane." Yeah,
[1979] 1:46:21	it's it is interesting actually. Um
[1980] 1:46:24	there have been some scholars that have
[1981] 1:46:26	done serious studies of this
[1982] 1:46:30	and
[1983] 1:46:31	one of the things that they have
[1984] 1:46:33	discovered is
[1985] 1:46:35	that um
[1986] 1:46:38	it changes changes radically over time.
[1987] 1:46:43	Um,
[1988] 1:46:45	in the 19th century in Victorian,
[1989] 1:46:47	supposedly prudish Victorian England,
[1990] 1:46:51	um, sexual, uh, cuss words of a sexual
[1991] 1:46:54	nature were not considered to be
[1992] 1:46:57	particularly obscene.
[1993] 1:47:00	Um, you know, the f-word, the sword, you
[1994] 1:47:04	know, those were not considered to be
[1995] 1:47:06	obscene.
[1996] 1:47:07	Um
[1997] 1:47:09	but what was considered to be obscene
[1998] 1:47:11	was things of a religious nature.
[1999] 1:47:15	So
[2000] 1:47:17	um you know if you said D the virgin
[2001] 1:47:21	you know that would have been highly
[2002] 1:47:22	offensive
[2003] 1:47:24	you know um but again that was one of
[2004] 1:47:28	those things that again it changes over
[2005] 1:47:31	time. It's not the same.
[2006] 1:47:34	So
[2007] 1:47:39	like even but even today it's not even
[2008] 1:47:41	same from culture to culture. Like for
[2009] 1:47:43	example, if if
[2010] 1:47:46	you know I use the word screw in North
[2011] 1:47:49	America, that's considered to be so mild
[2012] 1:47:53	that you can use that in a corporate
[2013] 1:47:55	setting, in a business office.
[2014] 1:47:58	Like if I told a co-orker to screw you,
[2015] 1:48:01	you know, that's considered to be
[2016] 1:48:03	incredibly mild.
[2017] 1:48:06	In Australia, that is highly offensive.
[2018] 1:48:10	You know, that's a really really highly
[2019] 1:48:14	offensive word.
[2020] 1:48:17	>> It still is actually apparently. I asked
[2021] 1:48:20	Rob,
[2022] 1:48:26	but they will say things over there too
[2023] 1:48:30	that are sound like are are really crude
[2024] 1:48:33	and and offensive to us too. So, it's a
[2025] 1:48:36	two-way street. It goes both ways.
[2026] 1:48:43	So,
[2027] 1:48:49	uh, Andrew says, "Because it means the
[2028] 1:48:50	the f- word." Yeah. But it doesn't have
[2029] 1:48:53	it doesn't contain that. Um, it's it
[2030] 1:48:56	doesn't it it it has that connotation in
[2031] 1:48:59	North America, but much much milder.
[2032] 1:49:05	So,
[2033] 1:49:07	so I understand where they're coming
[2034] 1:49:08	from. I mean, I understand how they they
[2035] 1:49:13	derive offense to it. That's that's not
[2036] 1:49:15	what's at question. But it does show you
[2037] 1:49:18	how different just even even in today's
[2038] 1:49:22	culture, one trip across the Pacific can
[2039] 1:49:25	make as far as this.
[2040] 1:49:28	Um, you know, I I had a friend who lived
[2041] 1:49:32	in Vancouver. Um, he used to he used to
[2042] 1:49:37	go his his his his birth name was
[2043] 1:49:39	Randall. He went by Randy.
[2044] 1:49:42	Then he went to London for a for a year.
[2045] 1:49:46	Came back.
[2046] 1:49:48	>> Rand.
[2047] 1:49:48	>> Randall. [laughter]
[2048] 1:49:53	Okay. He came back. Randall because
[2049] 1:49:57	Randy has a really negative connotation
[2050] 1:50:00	in London.
[2051] 1:50:08	So
[2052] 1:50:13	yeah. So uh so yeah, there's a whole lot
[2053] 1:50:16	of of these things that are are tied to
[2054] 1:50:19	culture, to language, to time, and you
[2055] 1:50:25	just have to be very cognizant of that.
[2056] 1:50:38	So,
[2057] 1:50:48	uh, Ryan asks, "How is it having your
[2058] 1:50:50	last name have how is it having your
[2059] 1:50:52	last name have a similar pronunciation
[2060] 1:50:54	as a curse word?" Well, it really
[2061] 1:50:57	doesn't unless people like twisted that
[2062] 1:51:00	way
[2063] 1:51:01	>> and and frankly it doesn't bother me
[2064] 1:51:03	that much to be honest.
[2065] 1:51:05	I just responded one time finds there
[2066] 1:51:08	are an unfortunate number of people who
[2067] 1:51:11	take a kindergarten level.
[2068] 1:51:12	>> Yeah.
[2069] 1:51:14	>> Yeah.
[2070] 1:51:17	And and people have have done that you
[2071] 1:51:18	know you know when you when you have
[2072] 1:51:20	that all your life it's just like okay
[2073] 1:51:22	whatever.
[2074] 1:51:26	All right moving on.
[2075] 1:51:30	All right so we've had the
[2076] 1:51:38	Next one here is from
[2077] 1:52:03	AJ Higgins uh thought on the reckless
[2078] 1:52:05	Benz situation. He was just allowed to
[2079] 1:52:08	speak and released clips of of footage.
[2080] 1:52:10	Police footage was also found and
[2081] 1:52:13	achieved. It's pretty clear he's
[2082] 1:52:14	innocent. Oh yeah, he was innocent. Uh
[2083] 1:52:16	Reckless Ben is definitely innocent. Um,
[2084] 1:52:21	bricks and mini figs have really shown
[2085] 1:52:23	how
[2086] 1:52:24	been shown to collude with the police
[2087] 1:52:26	and the and the magistrates in Utah. Um,
[2088] 1:52:32	it's so corrupt. This thing's so corrupt
[2089] 1:52:34	it isn't even funny. I It shows systemic
[2090] 1:52:38	rot all the way down
[2091] 1:52:41	to the uh local police level. So, it's
[2092] 1:52:44	like really um Yeah, he meant archived.
[2093] 1:52:48	Okay. Um,
[2094] 1:52:50	yeah, it's it's this sort of corruption
[2095] 1:52:53	shouldn't be happening anywhere in the
[2096] 1:52:55	world.
[2097] 1:52:56	You know, the whole thing was, you know,
[2098] 1:52:58	when they said, um,
[2099] 1:53:03	yeah, mama says, "We've been following
[2100] 1:53:04	it since since you mentioned it. Holy
[2101] 1:53:06	cow, the corruption." Oh, yeah. And it
[2102] 1:53:08	just keeps getting deeper, deeper, and
[2103] 1:53:10	worse. You know, now, uh, what's his
[2104] 1:53:13	name? Um, the CEO was asking the police
[2105] 1:53:18	uh for permission to get his shop
[2106] 1:53:21	owner's shotguns to blow Ben away should
[2107] 1:53:25	he come into the store.
[2108] 1:53:29	Uh,
[2109] 1:53:31	that's like colluding to commit murder.
[2110] 1:53:34	Um,
[2111] 1:53:36	yeah, that's that's pretty awful.
[2112] 1:53:48	Milo goes, "You know, it's getting crazy
[2113] 1:53:49	when Coffeezilla gets involved." Oh,
[2114] 1:53:52	yeah. And and they lied to him saying
[2115] 1:53:53	that there was no
[2116] 1:53:55	there was no U-Haul there at the store
[2117] 1:53:58	that night. They took they took a shot
[2118] 1:54:00	of uh from the video. You could see and
[2119] 1:54:03	then they photoshopped it and and you
[2120] 1:54:05	could see the the the the [laughter]
[2121] 1:54:07	U-Haul parked right in front of the
[2122] 1:54:08	window.
[2123] 1:54:12	It's not even good lies. It's not even
[2124] 1:54:16	They're not even lying. Well,
[2125] 1:54:21	bubble trouble. He what? Oh, yeah. uh in
[2126] 1:54:23	the latest release of uh police um um
[2127] 1:54:29	footage, you know, they basically Ahmed
[2128] 1:54:32	Mcnaf, he uh he asked the police, "Is it
[2129] 1:54:36	a good I should I should I get uh the
[2130] 1:54:38	shop owners shotguns
[2131] 1:54:42	so if Ben comes back that they can
[2132] 1:54:44	defend themselves?"
[2133] 1:54:50	What? [laughter]
[2134] 1:55:02	Yeah. Mama says Ammon, uh, he claimed
[2135] 1:55:04	Ben was probably abused, but also a
[2136] 1:55:06	psychopath and had made death threats.
[2137] 1:55:08	Yeah, there's no evidence of any of
[2138] 1:55:09	that. Um, [clears throat]
[2139] 1:55:12	bubble trouble. Wow. Straight up proves
[2140] 1:55:14	they're a mafia. Well, they're colluding
[2141] 1:55:16	with the police, you know, and the
[2142] 1:55:17	police in that situation, you know, he's
[2143] 1:55:19	saying, "Well, you know, we'll find a
[2144] 1:55:20	way to stack charges."
[2145] 1:55:23	Wait, why are you taking orders from
[2146] 1:55:25	Ammon McN? You're the law. You're the
[2147] 1:55:29	police. You should be doing an
[2148] 1:55:31	investigation and then the prosecutor
[2149] 1:55:34	should be bringing charges.
[2150] 1:55:36	You know, the police saying, "Oh, I'm
[2151] 1:55:38	going to do my best to stack charges
[2152] 1:55:39	against him." like uh is that the way
[2153] 1:55:43	justice works now?
[2154] 1:55:47	Apparently in or in uh Utah does
[2155] 1:55:52	not
[2156] 1:55:54	>> you know they said uh the the American
[2157] 1:55:56	Forks Utah Police Department said we do
[2158] 1:55:59	things different here.
[2159] 1:56:02	>> That's not a good thing.
[2160] 1:56:03	>> That is not a good thing.
[2161] 1:56:13	Uh, mama says,
[2162] 1:56:15	"Apparently, one of the cops involved
[2163] 1:56:18	also is also being sued for wrongful
[2164] 1:56:20	death in the custody."
[2165] 1:56:22	Yeah. Uh,
[2166] 1:56:25	there's um there's a lot that's that
[2167] 1:56:29	those small town uh I think I think Utah
[2168] 1:56:32	needs some serious judicial reform.
[2169] 1:56:35	That's it's it's clear that this is
[2170] 1:56:40	not just an isolated incident in one
[2171] 1:56:43	town. We've they've this this whole
[2172] 1:56:46	bricks and minigs thing has shown
[2173] 1:56:48	systemic corruption in Provo, in
[2174] 1:56:51	American Forks, and now Orin. Okay.
[2175] 1:56:57	If you have systemic corruption in three
[2176] 1:57:01	towns,
[2177] 1:57:03	this is a statewide problem.
[2178] 1:57:06	This is no longer a
[2179] 1:57:09	um this is no longer say a just an
[2180] 1:57:11	isolated incident.
[2181] 1:57:14	This is this is bigger than that.
[2182] 1:57:21	Yeah. Bubble Trouble says something I
[2183] 1:57:24	never want to hear coming from a cop.
[2184] 1:57:25	Quote, "We do things differently around
[2185] 1:57:27	here." End quote. Yeah.
[2186] 1:57:32	Yeah. Yeah. You never want to hear a cop
[2187] 1:57:34	say that.
[2188] 1:57:36	[snorts]
[2189] 1:57:38	Now, we should you should always hear
[2190] 1:57:40	the cop says, "We do things by the law
[2191] 1:57:42	and by the constitution."
[2192] 1:57:44	That's what you should hear, not we do
[2193] 1:57:47	things differently. That's telling you
[2194] 1:57:49	they're above the law.
[2195] 1:57:53	U mama says it's generationally
[2196] 1:57:55	systemic. Yeah, it is.
[2197] 1:58:05	All right. So, uh, yeah, that's just, oh
[2198] 1:58:07	my gosh, it's it's this is it's not you
[2199] 1:58:10	you I would have thought that this thing
[2200] 1:58:11	would have gone away, you know, as soon
[2201] 1:58:13	as they get into court, there's filings,
[2202] 1:58:15	there's motions, things get boring after
[2203] 1:58:17	that. No, this thing is just getting
[2204] 1:58:21	going. It's just
[2205] 1:58:22	>> it's getting it's uncovering more and
[2206] 1:58:24	more. Yeah.
[2207] 1:58:24	>> And a lot of people are tired of
[2208] 1:58:29	systems of power being so corrupt.
[2209] 1:58:31	>> Yeah.
[2210] 1:58:32	>> And middle class, lower class losing
[2211] 1:58:36	their voice.
[2212] 1:58:36	>> Yeah.
[2213] 1:58:37	>> It's a voice and agency issue.
[2214] 1:58:39	>> Yeah.
[2215] 1:58:44	Bubble trouble as we saw see in your
[2216] 1:58:46	first book. Yeah. Well, yeah, there's
[2217] 1:58:47	that, too. I do cover some of that in my
[2218] 1:58:50	first book.
[2219] 1:58:52	A science search party goes, "It's not
[2220] 1:58:54	even funny anymore." No, it isn't.
[2221] 1:58:57	No, it isn't. It's just really and you
[2222] 1:59:00	know here's the crazy thing. Here's the
[2223] 1:59:02	crazy thing.
[2224] 1:59:05	One of the responses I got from uh
[2225] 1:59:08	posting the audio book of reoquaryy of
[2226] 1:59:10	the dead was, "Oh, people are people in
[2227] 1:59:14	this book are behaving unrealistically
[2228] 1:59:16	violent.
[2229] 1:59:19	[laughter]
[2230] 1:59:24	It's it's unrealistic that they're
[2231] 1:59:26	they're that violent or that
[2232] 1:59:28	self-centered or that [laughter]
[2233] 1:59:31	I'm thinking what
[2234] 1:59:35	[laughter]
[2235] 1:59:42	[laughter]
[2236] 1:59:46	Milo says. Ain't no way Rush is in Utah.
[2237] 1:59:50	Could
[2238] 1:59:52	be. Could be. [laughter]
[2239] 1:59:58	CPM versus DOSS. Clearly no, they've
[2240] 2:00:00	never been around any form of violence.
[2241] 2:00:02	Yeah, that's what I thought
[2242] 2:00:06	cuz people do react violently when you
[2243] 2:00:10	know when they're
[2244] 2:00:14	uh when there are
[2245] 2:00:17	um uh under uh under um malnourished
[2246] 2:00:22	when there's societal pressures when
[2247] 2:00:24	there's bullies. Yeah. There's violence
[2248] 2:00:26	is going to break out under those
