[0] 0:00	Heat. Heat.
[1838] 1:38:44	inscriptions, you're really talking 19th
[1839] 1:38:47	dynasty here. So, so he uh so his dating
[1840] 1:38:52	on on the inscription is completely
[1841] 1:38:54	wrong. Just uh right out of the gate.
[1842] 1:38:57	Right out of the gate, it's wrong. The
[1843] 1:38:59	the second thing is that not the
[1844] 1:39:04	um it doesn't read Israel.
[1845] 1:39:08	Okay. The text actually reads
[1846] 1:39:12	uh according to him according to him
[1847] 1:39:16	it's Yah.
[1848] 1:39:20	Okay. It's not Israel. It's Yah.
[1849] 1:39:27	But if you slur it together like you've
[1850] 1:39:30	had 10 whisies, um,
[1851] 1:39:33	you could sort of hear Israel in that.
[1852] 1:39:41	Um
[1853] 1:39:45	the the problem is going to be though
[1854] 1:39:47	that his his um
[1855] 1:39:51	his
[1856] 1:39:54	um interpretation of the hieroglyphs is
[1857] 1:39:56	impossible.
[1858] 1:39:58	It's absolutely impossible. You can't
[1859] 1:40:00	have it. He wants his cake and eat it
[1860] 1:40:02	too. Okay. Um because he wants yah to be
[1861] 1:40:07	yah. But it can't be even by his own
[1862] 1:40:10	rules.
[1863] 1:40:11	Okay, it has to either be a Y
[1864] 1:40:15	or it has to be an Yah
[1865] 1:40:18	and but it can't be a Yah because of the
[1866] 1:40:21	coalesing of the of the consonants.
[1867] 1:40:24	Okay. So, it's an impossible thing um
[1868] 1:40:28	that the next which is um where he
[1869] 1:40:31	thinks it's sha could be sh
[1870] 1:40:35	is chronologically incorrect
[1871] 1:40:39	for the time period he is suggesting
[1872] 1:40:42	that this took place. um he he's he's
[1873] 1:40:45	sort of taking a new um a late Egyptian
[1874] 1:40:50	rule and sort of grafting that onto a
[1875] 1:40:52	middle Egyptian uh context. And it's
[1876] 1:40:55	just so bad. It's just it just so bad.
[1877] 1:41:00	So,
[1878] 1:41:02	um I I think there's no merit to his his
[1879] 1:41:06	suggestion stall. None. Uh in fact um um
[1880] 1:41:12	oh a lot of Egyptologists have pretty
[1881] 1:41:15	much dismissed this uh and not just guys
[1882] 1:41:17	like uh Hoffmire but um Rittner has as
[1883] 1:41:20	well. Um Rittner was really um
[1884] 1:41:24	vehemently against this view. It just
[1885] 1:41:26	makes no sense linguistically. Makes no
[1886] 1:41:28	sense linguistically. It makes no sense
[1887] 1:41:30	archaeologically.
[1888] 1:41:32	Um,
[1889] 1:41:33	and frankly, Vandervine is not qualified
[1890] 1:41:37	even to to make these claims.
[1891] 1:41:40	So, I hope that helped. Thank you for
[1892] 1:41:43	the super chat. Very much appreciated.
[1893] 1:41:50	Okay, next one here is from Messianic
[1894] 1:41:54	Telmud for $10. Thank you for the super
[1895] 1:41:56	chat. Which fits better the description
[1896] 1:41:59	as a land being a land of milk and
[1897] 1:42:01	honey? The Egyptian Nile civilization or
[1898] 1:42:05	the total land of Israel that was
[1899] 1:42:07	occupied by the 12 tribes floral funnel
[1900] 1:42:09	rainfalls. Okay. Now we have to
[1901] 1:42:11	understand what these what the milk is
[1902] 1:42:13	and the honey is. If we understand that
[1903] 1:42:15	we understand the rest of it. Okay.
[1904] 1:42:18	The milk mentioned is goat's milk. Okay.
[1905] 1:42:21	It's not cow's milk. It's goat's milk.
[1906] 1:42:23	Okay. The honey is wild honey.
[1907] 1:42:27	Well, that sort of limits your choice
[1908] 1:42:29	right there. Okay. Uh, the Nile River
[1909] 1:42:32	civilization was not a was not a big fan
[1910] 1:42:36	of goats.
[1911] 1:42:39	Nile Valley civilization, especially by
[1912] 1:42:42	the time you get to the New Kingdom, had
[1913] 1:42:44	more or less become a uh cattle society.
[1914] 1:42:49	Um, they ate mostly beef at that point.
[1915] 1:42:51	Beef and fish. Okay. Goats were
[1916] 1:42:56	that was something Semites kept.
[1917] 1:42:58	Asiatics kept goats. Good Egyptians were
[1918] 1:43:01	not too much into goats or sheep. Okay.
[1919] 1:43:06	Uh as far as as honey goes, the honey
[1920] 1:43:10	that um both honey was domesticated in
[1921] 1:43:15	both the Levant and in Egypt. Um but you
[1922] 1:43:18	didn't get a lot of wild honey in Egypt.
[1923] 1:43:21	It was a
[1924] 1:43:23	it was one of those uh products that was
[1925] 1:43:26	cultivated
[1926] 1:43:27	and and and tended to just like any
[1927] 1:43:30	other agricultural product in the
[1928] 1:43:32	Levant. There were places like um Reov
[1929] 1:43:36	where Telov where there was honey
[1930] 1:43:40	manufacturing being done but you also
[1931] 1:43:43	had instances of wild honey still in
[1932] 1:43:44	Leavant too.
[1933] 1:43:49	Matthew Hurel the land of Cheerios
[1934] 1:43:54	I suppose.
[1935] 1:44:00	Where is that?
[1936] 1:44:03	946.
[1937] 1:44:10	[Music]
[1938] 1:44:13	Yes. Uh Jack Ray says a land of milk and
[1939] 1:44:17	honeys.
[1940] 1:44:19	Yeah.
[1941] 1:44:23	AJ Higgins, did mana taste like Frosted
[1942] 1:44:26	Flakes? Could be. Could be. No.
[1943] 1:44:29	Otherwise, they would not have
[1944] 1:44:31	complained about it. Yeah, they probably
[1945] 1:44:32	wouldn't have complained half as much if
[1946] 1:44:34	it tasted like Frosted Flakes. Uh, it
[1947] 1:44:36	did say it. They did say it tasted like
[1948] 1:44:39	honey. Okay. But like honey. Okay.
[1949] 1:44:46	So um given that this is um these are
[1950] 1:44:49	the crops of a pastoral lifestyle, wild
[1951] 1:44:52	honey and goat milk, it's more talking
[1952] 1:44:56	here about it's a better it's a more apt
[1953] 1:44:59	description for Israel than it is for
[1954] 1:45:01	for Egypt. Okay, so hope that helps.
[1955] 1:45:04	Thank you very much for the super chat.
[1956] 1:45:05	Very much appreciated.
[1957] 1:45:08	Mama, definitely how Samson saw it. I
[1958] 1:45:11	knew someone was gonna bring up Samson
[1959] 1:45:12	here.
[1960] 1:45:14	Someone had to
[1961] 1:45:17	had to bring up Samson. You just had to
[1962] 1:45:20	go and bring up Samson, didn't you?
[1963] 1:45:23	Didn't you? Him and the wild honey in
[1964] 1:45:26	the in the in the lion rib cage.
[1965] 1:45:38	Dawson man. Samson time. Yeah. Well,
[1966] 1:45:47	well, they definitely found some of that
[1967] 1:45:48	wild honey. Little too wild.
[1968] 1:45:58	Well, there's nothing nothing uh
[1969] 1:46:09	Dark Blade, it's Dr. Folk's fault for
[1970] 1:46:12	organizing a Samson hate cult.
[1971] 1:46:20	I just wish people would stop lionizing
[1972] 1:46:22	the guy.
[1973] 1:46:29	Okay.
[1974] 1:46:34	Yeah. Yeah, that's it. Uh my producer
[1975] 1:46:37	said is that people don't
[1976] 1:46:40	you know got what their view of Samson
[1977] 1:46:42	was from Sunday school and just don't go
[1978] 1:46:44	beyond it.
[1979] 1:46:47	All right, next one here.
[1980] 1:46:50	Uh Fouette
[1981] 1:46:52	of Ichthus for $5. Thank you for the
[1982] 1:46:54	super chat.
[1983] 1:46:56	Hey Dr. Folk, how do we understand
[1984] 1:46:58	Ezekiel 26:14 considering tire still
[1985] 1:47:01	exists today? Right, let's let's bring
[1986] 1:47:03	up the text and let's take a look here.
[1987] 1:47:07	Ezekiel
[1988] 1:47:16	Ezekiel
[1989] 1:47:18	26
[1990] 1:47:22	and it is the whole thing is talking
[1991] 1:47:23	about tire here. Okay.
[1992] 1:47:27	and 14
[1993] 1:47:30	uh talking about the destruction attire
[1994] 1:47:33	and and one of the interesting things
[1995] 1:47:34	about this passage here is it's not
[1996] 1:47:38	about the destruction attire it's about
[1997] 1:47:40	the destructions
[1998] 1:47:42	of Ty. We go back the beginning here.
[1999] 1:47:49	Um, let's start at verse two. Son of
[2000] 1:47:51	man, because Ty has said concerning
[2001] 1:47:53	Jerusalem, aha, the gateway of the
[2002] 1:47:56	peoples is broken, it has opened to me,
[2003] 1:47:58	I shall be filled, and she and now that
[2004] 1:48:01	she is laid waste. Therefore, thus says
[2005] 1:48:03	the Lord God, behold, I am against you,
[2006] 1:48:06	oh Ty, and I will bring many nations
[2007] 1:48:10	against you,
[2008] 1:48:12	as the sea brings its waves. Okay, so
[2009] 1:48:16	this is not the destruction of Ty. This
[2010] 1:48:19	is the destructions of Ty. Okay.
[2011] 1:48:24	Verse four. And they will destroy the
[2012] 1:48:26	walls and break down her tire their
[2013] 1:48:29	towers which happened. I will scrape her
[2014] 1:48:32	debris from her and make her bare rock
[2015] 1:48:35	which happened.
[2016] 1:48:38	She will be a place for spreading a net
[2017] 1:48:40	in the midst of the sea which happened.
[2018] 1:48:43	He'll be the spoil for the nations which
[2019] 1:48:46	happened.
[2020] 1:48:48	Okay.
[2021] 1:48:51	So then let's
[2022] 1:48:53	um and and it and it happened
[2023] 1:48:56	historically that that that tire itself
[2024] 1:48:59	went not only through one um one
[2025] 1:49:04	destruction but many um you know Babylon
[2026] 1:49:07	had a shot at it. Okay. We got we know
[2027] 1:49:10	this hap actually happened because we
[2028] 1:49:12	got the uh the tablets to to show it. We
[2029] 1:49:16	also know that Greece, you know, the
[2030] 1:49:18	Macedonians also conquered it. There was
[2031] 1:49:22	other conquests in there as well. But
[2032] 1:49:26	but verse 14, and I will make you a bare
[2033] 1:49:29	rock and you will be a place for the
[2034] 1:49:31	spreading of nets. You'll be built no
[2035] 1:49:33	more. For I, the Lord have spoken,
[2036] 1:49:35	declares the Lord God. Okay. One of the
[2037] 1:49:37	things we need to understand about Ty 2
[2038] 1:49:40	is
[2039] 1:49:42	that it was a two-part city. Okay, it
[2040] 1:49:45	had a coastal area but it also had an
[2041] 1:49:48	island region. Okay, and the ir the
[2042] 1:49:53	island region was considered to be the
[2043] 1:49:55	the seat of Tyrus power. Okay, one of
[2044] 1:49:59	the things that sort of made it hard to
[2045] 1:50:01	to breach
[2046] 1:50:04	was its off coast
[2047] 1:50:07	um portion of this. Okay. So,
[2048] 1:50:12	as far as the king of Ty goes, and Ty
[2049] 1:50:15	doesn't exist anymore as a nation. So,
[2050] 1:50:18	um,
[2051] 1:50:20	so when it when it says, "I will make
[2052] 1:50:22	you a bare rock in be a place of
[2053] 1:50:25	spreading nets," it's really kind of
[2054] 1:50:26	still talking about that island area
[2055] 1:50:28	there. You'll be built no more, for I
[2056] 1:50:32	the Lord have spoken. And Tyer is the
[2057] 1:50:35	city of the entire nation, you know.
[2058] 1:50:39	Now, we're not talking here Lebanon,
[2059] 1:50:41	okay? We're talking Tyer. It's a
[2060] 1:50:43	different nation, different time, that
[2061] 1:50:46	sort of thing. So, what we got here is a
[2062] 1:50:48	bit of what we would call um um military
[2063] 1:50:52	rhetoric. Military rhetoric, a
[2064] 1:50:55	hyperbole, hyperbole.
[2065] 1:50:58	So it's basically saying that you know
[2066] 1:51:00	Ty is is as a city of the kingdom of Ty
[2067] 1:51:04	is going to be destroyed
[2068] 1:51:09	and that you know the rest of it as you
[2069] 1:51:12	know we're not going to be you're not
[2070] 1:51:13	going to be built no more. That's going
[2071] 1:51:14	to be hyperbole.
[2072] 1:51:16	Okay. You're never going to be raised as
[2073] 1:51:17	the great capital you once were.
[2074] 1:51:22	Yeah. remained as a port city um and as
[2075] 1:51:24	a more or less a fishing village, but it
[2076] 1:51:28	never had the had the sort of the um the
[2077] 1:51:31	power of the capital city. Um as far as
[2078] 1:51:35	its capital, the capital would move on
[2079] 1:51:37	to Siden.
[2080] 1:51:40	So
[2081] 1:51:43	Gandalf the base says the identity of Ty
[2082] 1:51:46	was destroyed and never recovered, which
[2083] 1:51:48	if I remember right was the common way
[2084] 1:51:50	of saying it back then. Yeah, pretty
[2085] 1:51:51	much.
[2086] 1:51:59	Yeah. Mama says it talks here about
[2087] 1:52:02	prestige here and and again that's
[2088] 1:52:04	that's again what what's talking about
[2089] 1:52:06	here. It's it's it's laying the city
[2090] 1:52:08	low,
[2091] 1:52:09	not necessarily ruining it as a city
[2092] 1:52:11	never to be built upon again. It's more
[2093] 1:52:15	the idea that it would be never be built
[2094] 1:52:17	up as the kingdom as a capital city of
[2095] 1:52:20	the kingdom of Ty ever again.
[2096] 1:52:24	Oh jeez.
[2097] 1:52:26	You would bring up Los Angeles.
[2098] 1:52:36	Mysterious fungus says, "But Josh Bowen
[2099] 1:52:39	kept repeating the same thing without
[2100] 1:52:40	any charity." Uh, his argument is really
[2101] 1:52:43	weird.
[2102] 1:52:44	his argument is really weird.
[2103] 1:52:47	Um, it's one of the weirdest arguments
[2104] 1:52:50	I've ever heard a a biblical scholar
[2105] 1:52:52	use, which is that, you know, he says
[2106] 1:52:55	that, well, the Bible says that it took
[2107] 1:52:58	13 years to destroy Ty. Um, and, you
[2108] 1:53:04	know, Nebuchadnezzar destroys supposedly
[2109] 1:53:08	destroys it once.
[2110] 1:53:10	Um and then afterwards every subsequent
[2111] 1:53:13	destruction of of of Ty took less and
[2112] 1:53:16	less time. So it wasn't 13 years.
[2113] 1:53:20	Therefore
[2114] 1:53:22	tire was never destroyed by
[2115] 1:53:23	Nebuchadnezzar
[2116] 1:53:25	or by the uh um by the Babylonians. And
[2117] 1:53:29	therefore
[2118] 1:53:31	um the Bible's wrong. And it's such a
[2119] 1:53:35	weird argument because one, the Bible
[2120] 1:53:38	never says the tire was took 13 years to
[2121] 1:53:42	destroy. That's from Jose Josephus.
[2122] 1:53:44	Okay? Not from the Bible.
[2123] 1:53:47	So it's a strange argument. Second, the
[2124] 1:53:50	reason why it's such a strange argument
[2125] 1:53:51	is if a con if a place is destroyed
[2126] 1:53:55	once, well, rebuilding is not always as
[2127] 1:53:58	successful as the original construction.
[2128] 1:54:01	So, it's just the most bizarre, strange
[2129] 1:54:05	argument I've ever heard. It really
[2130] 1:54:07	doesn't make any sense.
[2131] 1:54:10	Yeah. Dark Blade says, "It happened in a
[2132] 1:54:12	shorter time, therefore it didn't
[2133] 1:54:13	happen." That's that's his argument.
[2134] 1:54:15	Yeah. It's It's a weird argument. Really
[2135] 1:54:18	weird argument.
[2136] 1:54:26	Okay, moving on here.
[2137] 1:54:29	So, that's how to answer the tire
[2138] 1:54:31	situation. Um,
[2139] 1:54:35	next is from uh Jack Ray uh who gifted
[2140] 1:54:37	the channel 10 ancient Egypt and the
[2141] 1:54:39	Bible memberships. Thank you very much
[2142] 1:54:40	for your support of the channel. Really
[2143] 1:54:42	appreciate it.
[2144] 1:54:51	Okay. Uh Dark Blade sounds
[2145] 1:54:53	self-contradictory. It is essentially.
[2146] 1:54:58	All right. Uh, next uh super chat here
[2147] 1:55:00	is from Follow It of of Ichthus for $5.
[2148] 1:55:05	Thank you for the super chat.
[2149] 1:55:08	In what your uh in in your opinion, what
[2150] 1:55:10	is the best English words or words used
[2151] 1:55:13	to translate nakam in Genesis 66? Okay,
[2152] 1:55:16	let's pull up Genesis 66.
[2153] 1:55:24	Genesis
[2154] 1:55:26	66.
[2155] 1:55:35	Okay.
[2156] 1:55:37	Uh the the text reads, "And the Lord was
[2157] 1:55:40	sorry
[2158] 1:55:42	that he made man on the earth and he was
[2159] 1:55:46	grieved in his heart." Okay.
[2160] 1:55:50	Um the whole idea of uh nam
[2161] 1:55:54	is
[2162] 1:55:57	not just to be sorry but to console
[2163] 1:56:01	oneself.
[2164] 1:56:03	Okay.
[2165] 1:56:05	Um
[2166] 1:56:06	regret.
[2167] 1:56:09	Yeah. Yeah. It's it's the regret thing.
[2168] 1:56:14	I mispronounced sorry.
[2169] 1:56:19	Makam. I think that's correct. I believe
[2170] 1:56:22	that's correct.
[2171] 1:56:26	Or maybe I just mispronounced sorry.
[2172] 1:56:29	Sorry.
[2173] 1:56:30	Do it like a Canadian. Sorry. Sorry.
[2174] 1:56:37	[Laughter]
[2175] 1:56:44	Oh boy. Yeah. So um it's the idea of
[2176] 1:56:49	consoling yourself or having regret.
[2177] 1:56:53	Okay.
[2178] 1:56:54	And so it was it's not to be sorry as an
[2179] 1:56:58	apologizing.
[2180] 1:57:00	Um it's more to have regrets, second
[2181] 1:57:03	thoughts, to console yourself, that sort
[2182] 1:57:06	of thing.
[2183] 1:57:08	So,
[2184] 1:57:10	uh, Matthew A.
[2185] 1:57:15	[Laughter]
[2186] 1:57:19	Matthew Hurel, Canada accent,
[2187] 1:57:23	it's right, eh?
[2188] 1:57:26	Oh, yeah. My dad had a really thick My
[2189] 1:57:29	dad had a very thick He had such a thick
[2190] 1:57:32	Canadian accent. He He sound like he was
[2191] 1:57:34	from Newfoundland. He wasn't. He was
[2192] 1:57:37	from Winnipeg.
[2193] 1:57:38	But
[2194] 1:57:45	so yeah, that's that's what what I would
[2195] 1:57:46	would translate that as as regret,
