[0] 0:22	Oh,
[1735] 1:29:03	and uh you have there has been
[1736] 1:29:09	um many well doumented cases of both. So
[1737] 1:29:22	okay so let's move on here. Next one.
[1738] 1:29:33	Louis Sandival for 100 Dominican pesos.
[1739] 1:29:36	Thank you very much for the super chat.
[1740] 1:29:38	Do modern governments contact spiritual
[1741] 1:29:41	beings?
[1742] 1:29:44	Not routinely.
[1743] 1:29:52	Oh, let's let's just say this. uh modern
[1744] 1:29:54	governments are influenced. We have to
[1745] 1:29:57	Okay, let's let's make a
[1746] 1:29:58	differentiation. There's a difference
[1747] 1:30:00	between demonic influence and demonic
[1748] 1:30:02	possession.
[1749] 1:30:05	Modern governments do undergo demonic
[1750] 1:30:10	influence.
[1751] 1:30:11	They don't undergo necessarily demonic
[1752] 1:30:14	possession.
[1753] 1:30:17	Like for example, it's said that Herod
[1754] 1:30:20	was influenced by a demon but not
[1755] 1:30:22	possessed.
[1756] 1:30:24	The idea here is that
[1757] 1:30:28	demons can sway the thinking of in
[1758] 1:30:33	people in power.
[1759] 1:30:35	And sometimes this is this is just as
[1760] 1:30:37	pedestrian as as bribery. Not that we've
[1761] 1:30:40	ever had bribery in our governments, but
[1762] 1:30:43	you know, you do get influence through
[1763] 1:30:45	say basically moral compromise. That's
[1764] 1:30:48	one way of of um of doing this. So,
[1765] 1:31:00	uh, so they're they're then
[1766] 1:31:04	at that point, it's just
[1767] 1:31:08	they're doing the spirits bidding, but
[1768] 1:31:11	it's not that they're doing it by by
[1769] 1:31:14	being possessed by demons because demons
[1770] 1:31:18	once they possess a body, they they take
[1771] 1:31:19	it for a joy ride. They
[1772] 1:31:24	It's like It's like they've got the keys
[1773] 1:31:26	to a Corvette and they're they're like a
[1774] 1:31:28	like a 13-year-old. Okay. They're going
[1775] 1:31:31	to trash that car. Uh, you know, take it
[1776] 1:31:33	on the highway and crash it into the
[1777] 1:31:35	nearest bridge as soon as they get on
[1778] 1:31:37	the get out get to 128 miles per hour.
[1779] 1:31:42	Um, so spirits that really want to
[1780] 1:31:44	influence people in power, they tend to
[1781] 1:31:47	use methods of influence more than
[1782] 1:31:49	possession.
[1783] 1:31:51	So
[1784] 1:31:56	um
[1785] 1:31:58	Algot Robinson says feels more like
[1786] 1:32:00	government are demonic than holy as Paul
[1787] 1:32:03	speak speaking of it. Well here's here's
[1788] 1:32:05	the issue. All power has been instituted
[1789] 1:32:08	by God.
[1790] 1:32:10	All authority is anoint is appointed by
[1791] 1:32:13	God.
[1792] 1:32:14	But that authority doesn't necessarily
[1793] 1:32:16	obey God.
[1794] 1:32:18	That authority does also can be subject
[1795] 1:32:22	to demonic influence.
[1796] 1:32:25	So it's it's both. Okay. It's both.
[1797] 1:32:33	Ryan Cohen. Yeah. But hate to see a
[1798] 1:32:35	demon with a driver's license. Yeah.
[1799] 1:32:39	You're not kidding.
[1800] 1:32:41	Okay.
[1801] 1:32:43	A gand of the beast. Congressmen aren't
[1802] 1:32:45	cutting themselves in secret altars
[1803] 1:32:47	inside their homes. It's not that
[1804] 1:32:49	interesting as fantasy novels. Modern
[1805] 1:32:51	politics is much more driven by greed
[1806] 1:32:53	and power. Money. Yeah.
[1807] 1:32:58	Yeah. Money uh drives a lot of modern
[1808] 1:33:01	politics. But that's the way to moral
[1809] 1:33:03	corruption. So
[1810] 1:33:06	you know um so governments are not in
[1811] 1:33:10	contact with spiritual beings except
[1812] 1:33:13	that they can be influenced by them.
[1813] 1:33:18	Finally from uh Louisis Sanville for 100
[1814] 1:33:20	Dominican pesos. Does God possess and
[1815] 1:33:24	experience emotions? Yes they do
[1816] 1:33:28	or he does.
[1817] 1:33:30	God does have emotions. It's just not
[1818] 1:33:35	emotions like we as human beings have.
[1819] 1:33:38	Okay. Uh let's explain how how God
[1820] 1:33:42	experiences emotions.
[1821] 1:33:44	Um we tend to experience emotions
[1822] 1:33:47	because we are we are beings that
[1823] 1:33:50	change.
[1824] 1:33:51	We change.
[1825] 1:33:53	Our state of mind changes and that
[1826] 1:33:56	results in us
[1827] 1:33:58	changing our emotions. will go from
[1828] 1:34:00	happy to sad to angry
[1829] 1:34:03	based upon a state of being that we are
[1830] 1:34:05	currently in.
[1831] 1:34:07	That's not how
[1832] 1:34:11	um that's not how God experiences
[1833] 1:34:15	emotions. God experiences emotions in
[1834] 1:34:19	terms of proximity.
[1835] 1:34:21	Okay?
[1836] 1:34:23	So God's
[1837] 1:34:26	God surrounds himself with holiness.
[1838] 1:34:28	though he does not have to experience
[1839] 1:34:31	wrath and anger.
[1840] 1:34:33	God in the presence of sin
[1841] 1:34:36	experiences anger. Okay?
[1842] 1:34:40	God in the presence of his people
[1843] 1:34:44	experiences love, compassion and grace.
[1844] 1:34:48	But again, it's it's again a matter of
[1845] 1:34:51	proximity.
[1846] 1:34:53	When God is in proximity of sin and
[1847] 1:34:56	evil, he experiences anger. So what does
[1848] 1:34:58	he do? He moves away from that. So he
[1849] 1:35:02	doesn't have to experience the anger.
[1850] 1:35:05	Okay. So
[1851] 1:35:08	so it's a matter of proximity to which
[1852] 1:35:11	so his his reaction to sin is always the
[1853] 1:35:14	same. In the proximity of sin, he
[1854] 1:35:17	experiences anger and wrath. In the
[1855] 1:35:20	experience uh um in the presence of
[1856] 1:35:23	those he loves, he experiences love and
[1857] 1:35:26	grace and mercy.
[1858] 1:35:28	Okay. So, it's it's a matter of of where
[1859] 1:35:31	he is in proximity to his created order.
[1860] 1:35:36	Okay. So, this is why there's also this
[1861] 1:35:38	hard separation to between sacred and
[1862] 1:35:41	profane space. That's what sort of
[1863] 1:35:43	defines God's boundaries then and his
[1864] 1:35:47	emotional state will depend upon where
[1865] 1:35:49	he is within that that that framework of
[1866] 1:35:53	sacred and profane. So, I hope that
[1867] 1:35:55	helps explain God's emotions. Thank you
[1868] 1:35:58	very much for the super chat. Very much
[1869] 1:35:59	appreciated.
[1870] 1:36:03	Okay.
[1871] 1:36:11	Uh, Ryzen Draco says, "Similar to
[1872] 1:36:13	magnets and charged particles, if you
[1873] 1:36:16	try bringing two similarly charged
[1874] 1:36:18	particles together, they will repel. The
[1875] 1:36:20	nature doesn't change, but its
[1876] 1:36:22	environment has effects." Yeah, that's a
[1877] 1:36:24	good way of explaining it.
[1878] 1:36:30	Okay. Messianic Talmud for $5. Thank you
[1879] 1:36:32	for the super chat.
[1880] 1:36:34	How accurate were Nubian Bowman in
[1881] 1:36:36	battles with the Egyptians? Deadly
[1882] 1:36:38	accurate. Uh Nubian Bowman were
[1883] 1:36:41	incredibly good archers.
[1884] 1:36:44	Um in fact, they are known for their
[1885] 1:36:46	archery. Um
[1886] 1:36:49	the the word for Nubia was tasetti,
[1887] 1:36:53	the land the Bowman.
[1888] 1:36:56	Okay. Uh if you see it written in
[1889] 1:36:59	hieroglyphics, it's essentially
[1890] 1:37:02	um the uh the the hieroglyph for land
[1891] 1:37:06	and three bows. So it's Tasetti, the
[1892] 1:37:10	land, then that's that's Nubia. That's
[1893] 1:37:11	the land of the Bowman. So, Nubian were
[1894] 1:37:15	Nubians were incredibly good archers,
[1895] 1:37:19	incredibly deadly at it.
[1896] 1:37:22	So,
[1897] 1:37:28	so were they accurate? Yes. Were they
[1898] 1:37:31	lethal with it? Yes.
[1899] 1:37:33	Uh, you did not want to end up on the
[1900] 1:37:35	wrong end of a Nubian bow. Okay,
[1901] 1:37:39	so hope that helped. Thanks for the
[1902] 1:37:41	super chat. Very much appreciated.
[1903] 1:37:47	Uh, next one here is from Massan Talmet
[1904] 1:37:49	for $5. Thank you. The super chat.
[1905] 1:37:52	He asks, "Did the loss of Egyptian
[1906] 1:37:54	chariots during the Exodus continue
[1907] 1:37:57	contribute to the eventual power
[1908] 1:37:58	collapse of the pharaohs in the 19th and
[1909] 1:38:01	20th dynasties?" Uh, yes. I think so.
[1910] 1:38:04	Um, [clears throat]
[1911] 1:38:06	here's the thing. It takes a long time
[1912] 1:38:09	to re [laughter]
[1913] 1:38:11	contrary to what Daniel Haye says
[1914] 1:38:15	um it takes a long time to rebuild
[1915] 1:38:18	chariot armies. Okay.
[1916] 1:38:22	Uh you have to figure that at the um at
[1917] 1:38:26	the re uh the um the Yamsuf incident
[1918] 1:38:30	that Egypt lost probably 3/4 of its
[1919] 1:38:33	chariots.
[1920] 1:38:36	That's not something you can rebuild
[1921] 1:38:38	overnight.
[1922] 1:38:40	Chariot armies take decades.
[1923] 1:38:44	Decades to build up. And it's not just
[1924] 1:38:47	the fact that you have to get the
[1925] 1:38:49	horses. Okay? So, you have to breed
[1926] 1:38:51	horses. Basically, that's there's that
[1927] 1:38:54	you have to import the wood. Okay? Egypt
[1928] 1:38:57	did not have native wood for for
[1929] 1:38:59	chariots. They didn't have vast amounts
[1930] 1:39:01	of forests that they could go cut down
[1931] 1:39:04	to make chariots.
[1932] 1:39:06	You had to in in in New Kingdom Egypt,
[1933] 1:39:09	you had to import the wood. Okay?
[1934] 1:39:15	Now, there was probably a large surplus
[1935] 1:39:17	of wood because of the destruction of
[1936] 1:39:19	the trees because of the Exodus,
[1937] 1:39:22	but you still needed people to buy those
[1938] 1:39:25	chariots. Okay? Because chariot armies
[1939] 1:39:28	were
[1940] 1:39:30	They were um
[1941] 1:39:34	they're volunteer
[1942] 1:39:36	and the way the the the Egyptian army
[1943] 1:39:39	worked was you had to volunteer and you
[1944] 1:39:42	had to have the money to buy the
[1945] 1:39:44	chariot.
[1946] 1:39:46	So the the the guy bought the chariot
[1947] 1:39:50	and then was given the horses or loan
[1948] 1:39:52	the horses to ride the chariot. Okay.
[1949] 1:40:02	>> [laughter]
[1950] 1:40:04	>> Ryan goes, "Why didn't they just get
[1951] 1:40:05	chariots wheels from the bottom of the
[1952] 1:40:08	Red Sea?" [laughter]
[1953] 1:40:11	Cuz they didn't have scuba gear back
[1954] 1:40:13	then.
[1955] 1:40:16	Okay. Uh so
[1956] 1:40:21	this takes decades to rebuild. And the
[1957] 1:40:24	problem too is that you need existing
[1958] 1:40:27	charioteers
[1959] 1:40:29	to train future charioteers. Okay? Just
[1960] 1:40:32	like like if you if you join the army
[1961] 1:40:34	today, if you join the army today and
[1962] 1:40:37	you go to boot camp, there's a sergeant
[1963] 1:40:40	drill sergeant there who used to be in
[1964] 1:40:43	boot camp who's going to do you. He's
[1965] 1:40:46	going to yell at you a lot. He's going
[1966] 1:40:48	to get you in physical shape. He's going
[1967] 1:40:50	to get you ready for war.
[1968] 1:40:52	But he only exists because there was
[1969] 1:40:55	somebody else to train him to do this.
[1970] 1:40:59	Charioteers are the same way. Charioters
[1971] 1:41:02	undergo a lot of training.
[1972] 1:41:06	Okay. So,
[1973] 1:41:09	uh Daniel Haye's idiotic idea that you
[1974] 1:41:12	can just rebuild a chariot uh army in
[1975] 1:41:15	two years just to the snap of Pharaoh's
[1976] 1:41:18	finger
[1977] 1:41:19	is dumb. It's so stupid.
[1978] 1:41:25	No army works like that.
[1979] 1:41:30	>> It takes time to raise up horses. Takes
[1980] 1:41:32	time to breed horses. It takes time to
[1981] 1:41:34	build new chariots. It takes lots of
[1982] 1:41:36	time to train a charioteer.
[1983] 1:41:39	Incredibly long time to train a
[1984] 1:41:40	charioteer.
[1985] 1:41:43	And then you have to train more
[1986] 1:41:44	charioters.
[1987] 1:41:47	And then you have to find wealthy
[1988] 1:41:48	families willing to give up their their
[1989] 1:41:51	son to the army.
[1990] 1:41:54	You know, uh after you lose a lot of a
[1991] 1:41:56	lot of a lot of sons to to to drowning
[1992] 1:42:01	in a chariot, those families may not be
[1993] 1:42:04	so so
[1994] 1:42:06	willing to give up more sons for that.
[1995] 1:42:10	And again, it is volunteer.
[1996] 1:42:13	So,
[1997] 1:42:15	um,
[1998] 1:42:17	so by the time you get to, um, the end
[1999] 1:42:21	of Ramse's II's reign
[2000] 1:42:24	and
[2001] 1:42:25	the the chariot army that MPTA inherits,
[2002] 1:42:31	it's not so good anymore.
[2003] 1:42:34	I mean the
[2004] 1:42:40	the army the chariot army of Ramsey's II
[2005] 1:42:44	was
[2006] 1:42:45	was good
[2007] 1:42:48	but by the end of his reign it wasn't.
[2008] 1:42:51	Uh in fact uh when the Libyans invaded
[2009] 1:42:56	uh Egypt after MPTA came to the throne
[2010] 1:42:59	it took three months took three whole
[2011] 1:43:02	months for Mepa to drive out
[2012] 1:43:07	um the Libyans because he didn't have
[2013] 1:43:08	the army. He didn't have the chariots.
[2014] 1:43:10	He couldn't get them out of the the
[2015] 1:43:12	Libyans had actually come into Egypt as
[2016] 1:43:15	far as Helopoulos.
[2017] 1:43:18	Okay. Well, now they're doing siege to
[2018] 1:43:20	Helopoulos.
[2019] 1:43:22	Helopoulos is in the center of the
[2020] 1:43:24	country.
[2021] 1:43:26	If if Egypt couldn't throw out
[2022] 1:43:30	the Libyans
[2023] 1:43:32	who are in the center of the of the
[2024] 1:43:34	country, there's an issue there.
[2025] 1:43:38	So
[2026] 1:43:40	you would have to say that that the loss
[2027] 1:43:43	of the Egyptian chariots under Ramsey's
[2028] 1:43:45	II was a pivotable reason why say MPa
[2029] 1:43:51	wasn't able to to drive out the Libyans
[2030] 1:43:54	quickly or easily. And even when MPTA
[2031] 1:43:57	does his campaign into Canaan, it's
[2032] 1:44:01	really only in a very limited capacity.
[2033] 1:44:04	He goes essentially up the coastal plane
[2034] 1:44:07	back down the chila to clobber gazer and
[2035] 1:44:10	he goes home. So,
[2036] 1:44:19	oh mama, interesting thought. I wonder
[2037] 1:44:21	how close Helopoulos was to the equator.
[2038] 1:44:23	It's not that close. Um, I don't know
[2039] 1:44:26	exactly how far it is from the equator,
[2040] 1:44:28	but it's not that close. So,
[2041] 1:44:33	you still have to go down a fair
[2042] 1:44:34	latitude um
[2043] 1:44:37	to uh hit the equator. It's still north
[2044] 1:44:39	of the equator by by quite a distance.
[2045] 1:44:44	Okay, next one here.
[2046] 1:44:54	Uh Big Destiny says takes even longer to
[2047] 1:44:57	train horses when you're on the cutting
[2048] 1:44:58	edge of horse husbandry. I suppose.
[2049] 1:45:01	Yeah.
[2050] 1:45:05	Yeah. Ryan um Ryan Cohen Camp says uh
[2051] 1:45:11	46° north
[2052] 1:45:14	or 30° north. Sorry. 30°
[2053] 1:45:17	7 minutes 47 46 seconds north.
[2054] 1:45:28	Okay. So,
[2055] 1:45:31	so yeah, definitely it contributed to
[2056] 1:45:33	the decline of the 20th, 19th, and 20th
[2057] 1:45:35	dynasties. So, okay, next one here is
[2058] 1:45:38	from Messianic Talid for $5. Thank you
[2059] 1:45:42	for the super chat.
[2060] 1:45:44	Did the Israelites choose the boine to
[2061] 1:45:47	worship at Mount Si because they were so
[2062] 1:45:49	prominent as Egyptian deities?
[2063] 1:45:52	Um I have my own view on this which is
[2064] 1:45:56	the um bovine worship that they did at
[2065] 1:45:59	Mount Si
[2066] 1:46:02	was a particular manifestation
[2067] 1:46:05	of a
[2068] 1:46:08	of a very very particular Egyptian deity
[2069] 1:46:13	uh which was called the son of Hassat.
[2070] 1:46:17	Uh, the son of Hassat. It's a really
[2071] 1:46:19	neat myth. Uh, which I I'm I'm shocked
[2072] 1:46:22	that no
[2073] 1:46:24	um no execute has ever heard of it, but
[2074] 1:46:27	it's an I mean it's just the ideal fit
[2075] 1:46:31	for the golden calf thing. Okay. Now,
[2076] 1:46:34	who has one of the one of the cow
[2077] 1:46:37	deities? Okay. But it was believed
[2078] 1:46:42	that when the king died,
[2079] 1:46:45	he was reborn as the male calf,
[2080] 1:46:51	the golden male calf of the cow deity
[2081] 1:46:56	Hassat.
[2082] 1:46:58	So I think this is I mean because
[2083] 1:47:01	because remember at the mount Si
[2084] 1:47:06	um you know people ask you know is Moses
[2085] 1:47:09	dead? Is Yahweh dead?
[2086] 1:47:13	And Aaron says here's your golden calf.
[2087] 1:47:17	Here is Yahweh reborn as a golden calf.
[2088] 1:47:24	Wow. This just this just screams son of
[2089] 1:47:26	Hassat all over it
[2090] 1:47:29	because because that's exactly the myth
[2091] 1:47:32	of of the son of Hassat.
[2092] 1:47:36	Deity is dead. He is reborn as a golden
